Time,Bujumbura,Bubanza,Cibitoke,Isale,Muramvya,Kayanza,Mwaro,Rumonge,Bururi,Rutana,Makamba,Gitega,Karuzi,Ruyigi,Cankuzo,Muyinga,Kirundo,Ngozi,Gashoho,Gitega-Ruyigi,Makebuko,Commune of Mabanda,Mahama,Nduta,Nyarugusu,Nakivale,Kigali,Lusenda
172,2994,1338,279,7207,2557,788,2013,3228,2747,3057,1809,8451,2138,3151,1454,3018,1062,3184,3315,6221,4216,469,9528,15403,18829,10812,10626,75725
173,2944,1286,256,7172,2439,770,1998,3227,2762,2993,1791,8480,2080,3132,1450,3043,1107,3046,3209,6258,4211,475,9613,15521,18902,10852,10732,75966
174,2813,1220,280,7092,2432,691,1943,3229,2671,3056,1744,8575,2086,3121,1422,3028,1064,3018,3205,6232,4155,492,9691,15629,18974,10913,10828,76224
175,2899,1209,268,6843,2414,732,1892,3208,2665,3104,1709,8573,2063,3060,1439,2984,1058,2958,3243,6183,4147,473,9764,15757,19043,10965,10905,76449
176,2717,1154,232,6920,2331,690,1891,3220,2713,3042,1703,8527,2058,3046,1444,2963,1046,2907,3216,6119,4173,453,9845,15873,19111,11024,10988,76656
177,2777,1132,239,6712,2328,693,1887,3186,2666,3072,1685,8443,2062,3054,1411,2917,1064,2841,3131,6116,4171,461,9929,16004,19171,11079,11069,76817
178,2635,1088,255,6630,2295,723,1837,3170,2622,3074,1677,8391,2051,3028,1399,2931,1044,2726,3137,6114,4206,437,10005,16106,19260,11127,11162,77042
179,2945,1091,279,6714,2256,664,1879,3097,2681,3052,1688,8324,2064,3031,1414,2893,1018,2917,3078,6150,4116,425,10067,16233,19343,11204,11255,77280
180,3719,1246,328,7544,2245,701,1916,3149,2609,3079,1688,8422,2029,2978,1424,2875,993,3694,3055,6116,4072,469,10139,16361,19409,11309,11351,77609
181,3914,1413,454,8470,2321,843,2008,3295,2592,3030,1676,8329,1983,3026,1412,2860,968,4254,3142,6161,4115,547,10215,16471,19477,11450,11432,78042
182,4384,1552,399,9291,2413,1008,2136,3388,2623,3019,1715,8403,2011,3055,1368,2870,975,4752,3202,6029,4079,574,10296,16577,19582,11563,11508,78499
183,4638,1688,507,10097,2514,1050,2252,3442,2722,3033,1699,8430,2008,3003,1410,2892,974,5215,3397,6043,4028,611,10365,16697,19677,11696,11581,78973
184,3910,1767,412,9936,2663,1180,2280,3574,2684,3068,1684,8445,2037,2978,1380,2931,994,4723,3628,5981,4017,619,10430,16805,19782,11763,11654,79334
185,3870,1670,342,9629,2652,1035,2241,3530,2766,3020,1684,8570,2049,2985,1362,3026,1034,4514,3596,5920,3991,625,10495,16913,19881,11845,11741,79690
186,3688,1593,349,9360,2653,1110,2242,3522,2776,3039,1674,8541,2049,3028,1363,3033,1033,4246,3620,5990,3996,600,10588,17036,19980,11914,11833,79975
187,3668,1561,328,9192,2656,992,2225,3525,2784,3045,1674,8486,2035,2961,1372,3036,1115,4137,3619,6075,4073,560,10667,17143,20087,11991,11900,80314
188,3515,1578,340,8823,2722,952,2141,3479,2808,3030,1693,8397,2025,2977,1380,3023,1122,3968,3647,6158,4119,547,10736,17238,20203,12051,11984,80616
189,3358,1515,297,8603,2730,916,2082,3444,2834,2990,1705,8354,2059,3072,1340,3023,1136,3864,3641,6181,4112,535,10812,17331,20301,12115,12079,80915
190,3281,1393,322,8376,2656,932,2070,3320,2851,3014,1728,8395,2052,3015,1373,3063,1118,3691,3585,6145,4194,524,10891,17439,20377,12191,12196,81224
191,3187,1341,299,8176,2596,868,2041,3340,2810,3054,1694,8484,2108,3084,1358,3055,1141,3581,3540,6020,4190,507,10976,17533,20457,12265,12299,81484
192,3639,1387,293,8447,2542,801,2061,3356,2779,3021,1704,8464,2063,3073,1400,3011,1130,3891,3531,6152,4203,518,11042,17627,20552,12372,12387,81788
193,3721,1449,359,8648,2572,936,2120,3377,2827,2988,1740,8522,2066,3134,1372,3043,1119,4097,3492,6100,4145,570,11109,17740,20636,12482,12472,82144
194,3395,1438,348,8427,2634,971,2117,3388,2757,3021,1772,8504,2040,3122,1390,2989,1140,3790,3634,6061,4146,554,11202,17862,20748,12532,12557,82450
195,3282,1410,280,8329,2622,887,2037,3386,2747,2972,1789,8442,2029,3018,1453,2996,1181,3657,3611,6100,4281,533,11276,17977,20839,12593,12639,82730
196,3166,1394,277,7987,2657,843,2024,3399,2737,2927,1778,8389,2048,3012,1431,3003,1137,3532,3597,6162,4320,494,11362,18116,20933,12673,12751,82985
197,3165,1318,279,7801,2643,825,1999,3347,2733,2978,1729,8406,2108,3103,1351,2992,1156,3376,3532,6164,4221,480,11443,18221,21012,12725,12851,83214
198,2956,1304,244,7747,2556,808,2042,3271,2765,3005,1719,8412,2099,3119,1342,3022,1148,3253,3498,6113,4169,482,11514,18350,21083,12787,12937,83465
199,3016,1245,287,7474,2557,770,1954,3291,2735,3048,1718,8339,2081,3087,1354,3008,1154,3213,3428,6185,4180,476,11594,18472,21157,12841,13018,83677
200,3005,1198,224,7339,2570,772,2003,3216,2749,3108,1694,8196,2069,3158,1333,2932,1147,3177,3412,6185,4150,476,11676,18597,21224,12897,13110,83891
201,3043,1228,280,7472,2463,783,1953,3212,2683,3056,1755,8263,2054,3183,1330,2918,1177,3198,3341,6170,4168,468,11760,18705,21300,12960,13194,84164
202,3091,1286,288,7492,2469,811,1946,3203,2699,3072,1730,8227,2004,3147,1330,2954,1151,3239,3320,6257,4107,486,11822,18815,21382,13033,13293,84400
203,2903,1266,269,7332,2421,755,1938,3104,2724,3098,1752,8436,2011,3077,1385,2934,1105,3221,3274,6122,4056,462,11894,18921,21478,13089,13386,84647
204,2842,1222,277,7079,2419,753,1916,3175,2648,3135,1691,8336,2027,3032,1334,2976,1072,3082,3275,6107,4140,451,11968,19052,21552,13159,13478,84868
205,2782,1189,262,6922,2396,723,1850,3163,2692,3056,1659,8378,2056,3088,1336,2936,1052,3004,3227,6071,4097,441,12055,19145,21630,13211,13583,85068
206,2755,1154,221,6796,2339,717,1851,3113,2666,3034,1700,8312,2078,3023,1355,2896,1013,2897,3251,6017,4172,446,12117,19263,21689,13281,13670,85252
207,2679,1146,245,6636,2353,681,1854,3147,2646,3044,1680,8124,2008,3003,1390,2904,1037,2885,3151,6095,4199,424,12192,19369,21744,13345,13744,85452
208,2634,1088,219,6604,2332,698,1776,3143,2595,3043,1654,8076,2044,3049,1385,2922,1029,2788,3106,6054,4192,410,12258,19470,21811,13397,13826,85647
209,2938,1107,268,6745,2325,667,1804,3152,2543,3050,1702,8159,2027,3053,1425,2846,1055,3059,3019,5919,4156,438,12332,19578,21866,13483,13911,85861
210,2733,1116,247,6651,2277,760,1820,3123,2594,3001,1689,8120,2047,2963,1415,2878,1034,2880,3021,5942,4095,434,12393,19738,21929,13536,13991,86118
211,2711,1088,231,6505,2304,688,1777,3052,2610,3010,1675,8190,2018,2974,1388,2833,1064,2816,3002,5869,4083,413,12467,19851,21995,13588,14066,86334
212,2532,1061,253,6485,2238,658,1767,3061,2538,2958,1694,8131,1944,3006,1350,2886,1045,2770,2981,5914,4094,422,12529,19968,22061,13628,14149,86536
213,2568,1013,228,6301,2240,702,1769,3051,2540,2941,1647,8107,1937,3053,1362,2785,1010,2634,3025,5876,4084,415,12605,20063,22119,13666,14242,86733
214,3106,1108,290,6692,2250,630,1814,3062,2547,2905,1636,8042,1974,3134,1346,2821,956,3153,2904,5816,4051,409,12672,20179,22190,13774,14338,86974
215,2804,1183,286,6852,2231,713,1833,3063,2530,2930,1623,7988,1995,3104,1348,2779,989,3027,2902,5817,4102,434,12760,20298,22263,13835,14419,87202
216,2830,1138,258,6817,2312,691,1782,3016,2510,2927,1640,7918,1971,3064,1371,2778,973,2940,2896,5853,4040,405,12817,20412,22330,13899,14513,87396
217,2647,1162,232,6827,2285,673,1805,2973,2517,2925,1589,7925,1954,3107,1399,2715,964,2854,2985,5802,3958,415,12893,20519,22403,13946,14591,87619
218,2715,1123,210,6600,2320,696,1832,3016,2508,2878,1562,7830,1918,3047,1439,2725,958,2784,2978,5753,3978,415,12964,20669,22464,14009,14664,87816
219,2627,1091,253,6502,2317,687,1833,3039,2484,2856,1566,7835,1906,3058,1386,2770,951,2719,2929,5780,3925,433,13018,20768,22514,14074,14731,88006
220,2601,1071,238,6395,2263,653,1789,3014,2487,2889,1531,7943,1895,3048,1372,2748,974,2729,2905,5745,3877,424,13084,20873,22573,14116,14798,88210
221,2475,1064,221,6305,2222,664,1782,2970,2529,2854,1535,7693,1931,3059,1368,2689,934,2697,2856,5871,3929,405,13146,21009,22643,14144,14890,88360
222,2484,1045,218,6084,2221,655,1790,2922,2507,2805,1509,7874,1933,3013,1345,2692,941,2599,2867,5723,3894,396,13195,21120,22704,14192,14954,88563
223,2626,1020,241,6259,2186,622,1803,2854,2576,2777,1480,7779,1960,3019,1267,2723,927,2785,2862,5719,3874,409,13261,21204,22768,14219,15029,88756
224,3267,291,241,6199,2890,656,2451,2886,2492,2800,1487,2362,1932,2969,1232,2717,288,2676,3259,8389,5279,405,13324,21310,22828,14333,15309,88958
225,2609,381,302,6554,2607,635,2299,2875,2479,2855,1560,3178,2069,3137,1272,2762,330,2660,3116,7699,4942,425,13371,21420,22883,14379,15396,89221
226,2816,309,267,6418,2628,642,2213,2836,2518,2873,1558,2988,2150,3309,1268,2794,343,2612,3079,7457,4864,418,13437,21527,22946,14434,15500,89398
227,2678,329,241,6474,2556,658,2148,2965,2455,2869,1562,2977,2126,3314,1276,2892,300,2600,3027,7439,4767,432,13502,21665,23002,14502,15635,89631
228,2764,332,266,6509,2570,628,2174,2942,2469,2898,1562,2905,2111,3311,1314,2837,291,2713,3094,7428,4774,426,13581,21800,23065,14570,15765,89796
229,2755,344,270,6572,2554,685,2094,2990,2417,2970,1561,2891,2125,3328,1383,2943,311,2691,3020,7238,4739,423,13635,21939,23125,14631,15881,89975
230,2923,329,256,6750,2517,609,2101,2939,2395,2994,1590,2827,2190,3341,1428,2856,298,2790,3096,7279,4765,442,13704,22052,23197,14696,16015,90164
231,2703,340,252,6728,2469,652,2044,2965,2367,2970,1636,2949,2225,3382,1407,2894,289,2679,3053,7118,4685,431,13769,22185,23266,14747,16096,90399
232,2651,295,226,6620,2527,668,2096,3014,2389,2952,1602,2767,2240,3376,1438,2854,277,2632,3066,7049,4634,448,13838,22299,23322,14799,16173,90605
233,2599,320,222,6532,2519,651,2022,2981,2400,2957,1605,2844,2221,3387,1475,2888,311,2573,2974,6907,4596,445,13908,22407,23395,14853,16253,90769
234,2629,288,227,6487,2473,619,1994,2911,2399,2935,1678,2700,2165,3438,1448,2912,303,2545,2944,6928,4556,404,13985,22530,23461,14906,16363,90967
235,2573,335,231,6415,2458,638,1944,2847,2448,2955,1656,2621,2203,3495,1433,2931,280,2555,2868,6803,4525,407,14050,22642,23509,14960,16450,91144
236,2697,286,221,6357,2402,626,1986,2844,2472,2922,1686,2623,2182,3444,1442,2975,274,2600,2896,6672,4532,430,14111,22770,23553,15010,16543,91337
237,2588,326,235,6299,2462,654,2030,2850,2498,2874,1682,2645,2177,3449,1448,2968,275,2579,2955,6661,4499,446,14178,22861,23604,15066,16648,91556
238,2543,307,230,6218,2450,625,1932,2882,2478,2857,1644,2708,2178,3450,1465,2962,291,2548,2926,6612,4421,441,14239,22989,23678,15130,16735,91748
239,2529,305,227,6118,2408,605,1908,2890,2487,2875,1606,2589,2173,3452,1429,2987,318,2527,2847,6618,4405,408,14296,23123,23760,15183,16824,91964
240,2502,291,212,6117,2366,566,1900,2876,2484,2860,1592,2597,2196,3453,1416,2910,302,2520,2880,6444,4404,375,14386,23255,23823,15230,16923,92155
241,2505,268,212,6042,2402,621,1821,2936,2410,2805,1629,2603,2184,3405,1423,2897,277,2438,2896,6390,4428,388,14455,23376,23877,15273,17020,92323
242,2508,289,214,6025,2295,587,1814,2895,2399,2854,1617,2554,2142,3325,1414,2947,268,2397,2862,6426,4388,390,14511,23498,23924,15323,17093,92489
243,2528,297,198,6010,2240,564,1810,2879,2379,2893,1596,2515,2091,3312,1367,2898,256,2401,2897,6408,4408,378,14583,23636,23989,15378,17176,92667
244,2469,278,228,6002,2224,575,1743,2866,2370,2939,1557,2600,2115,3354,1382,2840,289,2415,2872,6220,4370,394,14664,23746,24046,15438,17251,92836
245,2461,315,204,5953,2197,551,1802,2811,2412,2969,1531,2401,2158,3272,1381,2831,263,2414,2871,6294,4359,400,14734,23866,24097,15496,17362,93007
246,2619,290,212,5786,2135,607,1735,2756,2422,3002,1513,2575,2136,3286,1396,2750,253,2422,2824,6123,4350,387,14813,23983,24166,15536,17451,93184
247,2370,306,210,5873,2134,562,1810,2828,2397,2937,1511,2482,2065,3194,1417,2772,257,2419,2843,6164,4382,398,14877,24104,24230,15584,17525,93361
248,2340,261,194,5736,2158,602,1757,2814,2445,2896,1517,2476,2021,3248,1412,2836,296,2361,2744,6076,4257,395,14948,24209,24288,15625,17582,93518
249,2422,298,211,5742,2132,563,1826,2835,2390,2843,1531,2431,2032,3227,1439,2800,280,2425,2794,6050,4274,402,15021,24305,24349,15686,17717,93695
250,2441,290,239,5705,2116,572,1781,2842,2438,2751,1544,2443,2061,3266,1401,2836,286,2449,2742,6095,4224,392,15090,24399,24413,15733,17827,93868
251,2383,281,238,5708,2091,599,1793,2824,2381,2817,1561,2416,2028,3296,1376,2900,300,2319,2773,6088,4101,419,15155,24504,24451,15782,17903,94037
252,2411,274,215,5749,2048,557,1729,2768,2464,2767,1514,2449,2026,3262,1375,2832,305,2368,2706,6109,4070,418,15223,24631,24507,15844,17993,94190
253,2374,296,201,5693,2073,553,1769,2717,2469,2721,1548,2384,2048,3231,1360,2843,233,2328,2789,6056,4071,415,15285,24727,24551,15900,18078,94366
254,2431,265,216,5622,2075,545,1766,2750,2441,2761,1530,2337,2089,3191,1362,2730,290,2281,2796,6056,4071,422,15339,24825,24597,15936,18144,94486
255,2296,272,205,5497,2074,553,1691,2760,2400,2795,1531,2471,2068,3205,1352,2721,268,2278,2744,5971,3971,403,15409,24903,24671,15979,18218,94667
256,2323,294,200,5484,2091,548,1687,2683,2429,2757,1568,2383,2022,3118,1359,2693,241,2299,2754,5962,4075,371,15466,25022,24744,16003,18308,94824
257,2302,271,229,5527,2071,527,1648,2677,2423,2700,1574,2379,1965,3067,1362,2709,286,2284,2765,6008,4065,354,15524,25123,24806,16055,18374,94968
258,2298,251,222,5482,2086,540,1651,2753,2358,2681,1557,2383,2027,3106,1342,2663,257,2240,2795,5849,4034,341,15592,25223,24866,16096,18454,95082
259,2219,259,201,5449,2091,540,1633,2733,2345,2709,1533,2299,1988,3054,1322,2738,269,2276,2651,5935,3993,351,15648,25326,24907,16145,18527,95215
260,2212,258,184,5375,2002,553,1673,2737,2311,2731,1519,2310,2010,3114,1321,2662,258,2237,2656,5869,3896,336,15704,25432,24965,16185,18599,95374
261,2210,281,215,5401,1960,536,1641,2686,2322,2744,1484,2256,1949,3077,1320,2650,281,2174,2616,5851,3890,327,15768,25540,25014,16235,18666,95516
262,2189,251,181,5354,1904,537,1639,2752,2320,2683,1454,2229,1899,3090,1294,2682,257,2168,2589,5832,3869,323,15823,25640,25063,16276,18738,95676
263,2311,266,191,5302,1918,488,1622,2732,2323,2667,1464,2287,1905,3024,1296,2630,228,2272,2700,5811,3855,354,15890,25735,25085,16328,18830,95799
264,2266,262,211,5368,1889,576,1617,2695,2348,2666,1456,2292,1884,2933,1318,2641,263,2193,2742,5792,3891,355,15964,25856,25146,16376,18918,95921
265,2231,255,189,5331,1958,523,1614,2721,2312,2710,1437,2148,1844,2947,1283,2640,273,2236,2696,5790,3882,339,16036,25938,25192,16423,18991,96077
266,2157,229,195,5346,1937,539,1596,2725,2341,2690,1437,2242,1798,2847,1274,2671,266,2209,2655,5724,3846,347,16104,26053,25238,16461,19048,96218
267,2115,222,180,5345,1926,523,1629,2670,2311,2700,1483,2234,1829,2806,1320,2666,254,2208,2606,5688,3775,367,16148,26131,25284,16507,19112,96331
268,2137,245,184,5272,1889,564,1590,2579,2389,2634,1464,2246,1832,2839,1323,2625,245,2160,2582,5584,3840,374,16210,26229,25337,16538,19188,96448
269,2061,258,193,5265,1908,494,1605,3747,650,3198,1466,2233,1802,2852,1285,2643,262,2211,2519,5550,3782,363,16269,26332,25388,16572,19251,96565
270,2151,251,174,5110,1955,527,1562,3400,900,3022,1555,2195,1786,2862,1291,2639,256,2130,2491,5591,3766,352,16341,26415,25438,16611,19319,96710
271,2096,245,186,5050,1961,512,1532,3333,820,2975,1615,2149,1795,2850,1307,2588,228,2095,2514,5515,3851,335,16414,26493,25478,16654,19379,96830
272,2424,262,213,5241,1957,465,1544,3329,787,2986,1640,2128,1801,2923,1313,2488,241,2247,2679,5633,3902,360,16479,26594,25516,16722,19503,96975
273,2229,291,226,5249,1960,545,1527,3235,781,2941,1631,2220,1831,3006,1248,2502,229,2169,2620,5439,3944,361,16546,26693,25563,16750,19567,97166
274,2251,285,197,5266,1978,494,1516,3106,826,2941,1583,2119,1846,2967,1245,2525,249,2195,2597,5439,3947,358,16591,26803,25609,16782,19622,97249
275,2173,260,205,5269,1878,509,1540,3110,733,2945,1582,2240,1852,2910,1252,2476,252,2165,2597,5385,3899,379,16649,26919,25644,16812,19688,97380
276,2247,245,195,5146,1896,556,1511,2995,741,2864,1627,2119,1823,2919,1259,2430,251,2154,2583,5460,3906,369,16696,27014,25697,16854,19746,97517
277,2213,275,192,5104,1889,545,1530,2915,736,2873,1578,2226,1788,2918,1275,2406,253,2128,2581,5329,3889,341,16763,27116,25747,16897,19811,97619
278,2145,262,209,5067,1868,511,1601,2888,737,2794,1585,2105,1810,2909,1260,2467,242,2096,2535,5331,3910,351,16815,27207,25782,16943,19875,97749
279,2175,256,186,5090,1849,512,1599,2872,755,2800,1560,2198,1788,2830,1280,2429,247,2101,2554,5298,3884,351,16871,27315,25831,16978,19973,97880
280,2256,256,197,5059,1879,519,1590,2885,720,2833,1551,2148,1699,2867,1265,2529,254,2129,2547,5387,3859,348,16919,27401,25883,17036,20050,98012
281,2109,237,204,5155,1879,516,1610,2832,684,2893,1505,2162,1721,2823,1254,2475,279,2110,2489,5396,3799,350,16983,27510,25923,17078,20117,98138
282,2141,231,203,5056,1917,525,1610,2748,740,2825,1520,2052,1733,2820,1180,2490,232,2093,2501,5422,3787,362,17035,27626,25963,17124,20192,98256
283,2088,265,162,5049,1874,530,1593,2715,708,2806,1520,2184,1739,2767,1202,2460,262,2048,2486,5334,3770,366,17079,27725,26007,17154,20263,98381
284,2048,225,174,5053,1818,530,1564,2740,713,2800,1478,2079,1700,2737,1191,2497,240,2043,2458,5433,3763,359,17126,27835,26059,17194,20328,98505
285,2079,222,192,4904,1763,531,1567,2697,667,2753,1505,2100,1766,2720,1219,2403,244,2050,2441,5301,3764,342,17186,27904,26118,17217,20393,98642
286,2008,263,170,4835,1776,531,1549,2667,651,2775,1496,2138,1720,2712,1215,2402,260,1993,2401,5278,3709,327,17222,27991,26178,17267,20455,98734
287,1986,199,204,4823,1751,487,1551,2609,687,2675,1482,2081,1670,2733,1203,2400,235,2004,2337,5333,3748,325,17268,28071,26229,17305,20524,98836
288,1972,243,165,4772,1769,499,1527,2554,663,2655,1503,2151,1648,2751,1198,2402,237,1932,2313,5202,3720,317,17326,28145,26265,17340,20576,98944
289,1912,236,175,4753,1726,504,1560,2566,653,2661,1452,2070,1634,2756,1198,2359,256,1910,2291,5160,3703,327,17378,28237,26288,17366,20631,99060
290,1992,233,179,4614,1721,525,1490,2519,661,2597,1474,2090,1633,2759,1194,2306,229,1865,2329,5119,3662,335,17432,28324,26331,17404,20695,99143
291,1971,250,160,4606,1715,489,1474,2481,622,2590,1487,2041,1613,2781,1160,2367,237,1835,2255,5066,3633,350,17476,28405,26356,17446,20764,99253
292,2863,302,205,5051,1778,456,1575,2696,650,2736,1447,2130,1633,2723,1167,2342,212,2245,2695,5359,3800,363,17512,28504,26406,17563,21051,99411
293,2183,320,221,5275,1809,526,1642,2636,708,2737,1461,2151,1662,2675,1180,2414,293,2189,2568,5304,3767,374,17548,28585,26451,17587,21114,99638
294,2408,270,190,5224,1828,526,1683,2634,672,2709,1519,2115,1699,2682,1198,2365,258,2237,2617,5375,3681,361,17597,28663,26511,17639,21223,99746
295,2132,258,189,5256,1812,577,1652,2638,645,2685,1522,2195,1672,2701,1158,2421,260,2136,2565,5291,3675,377,17644,28748,26550,17682,21281,99937
296,2189,263,194,5115,1871,501,1651,2648,678,2670,1463,2012,1669,2676,1155,2427,281,2186,2503,5294,3759,340,17700,28822,26607,17722,21354,100071
297,2418,280,211,5250,1920,508,1641,2726,654,2757,1409,2175,1727,2765,1126,2405,259,2240,2640,5294,3659,318,17755,28894,26650,17784,21485,100198
298,2246,279,186,5343,1908,547,1636,2710,681,2733,1439,2127,1734,2789,1169,2373,252,2174,2676,5240,3696,358,17797,28974,26674,17828,21558,100361
299,2390,252,207,5408,1880,497,1631,2721,651,2705,1463,2186,1734,2778,1222,2320,260,2292,2748,5274,3672,363,17856,29062,26718,17882,21665,100551
300,2192,292,217,5454,1822,544,1595,2604,687,2714,1478,2181,1698,2775,1252,2402,265,2260,2629,5333,3594,372,17896,29159,26768,17930,21742,100709
301,2270,229,177,5392,1841,533,1594,2624,651,2651,1487,2126,1687,2774,1247,2420,261,2240,2610,5330,3621,387,17953,29253,26810,17960,21804,100808
302,2166,248,202,5334,1921,547,1524,2602,656,2680,1461,2179,1686,2788,1234,2430,270,2231,2584,5234,3572,407,18004,29345,26855,17995,21863,100924
303,2239,270,175,5298,1934,532,1520,2534,699,2666,1428,2000,1701,2790,1245,2396,252,2265,2513,5267,3638,389,18055,29426,26914,18033,21957,101008
304,2222,275,180,5241,1932,552,1466,2578,623,2685,1433,2051,1686,2812,1204,2387,260,2240,2479,5216,3613,405,18114,29528,26958,18063,22031,101112
305,2208,255,201,5191,1930,506,1479,2584,675,2623,1389,2077,1692,2807,1188,2402,229,2227,2484,5099,3678,385,18165,29597,27019,18110,22106,101242
306,2129,280,202,5181,1845,565,1437,2608,680,2536,1396,2078,1671,2725,1187,2403,255,2163,2488,5137,3770,379,18219,29685,27071,18146,22176,101360
307,2128,245,192,5121,1888,532,1465,2578,646,2598,1374,2085,1647,2702,1164,2414,249,2167,2446,5058,3792,364,18268,29764,27119,18183,22267,101505
308,2050,249,178,5087,1861,526,1470,2589,625,2572,1359,2074,1640,2716,1138,2455,244,2126,2441,5145,3718,367,18320,29838,27156,18226,22322,101658
309,2090,246,189,5004,1855,519,1474,2567,669,2560,1336,2081,1620,2717,1132,2465,229,2082,2505,5171,3642,364,18351,29927,27196,18274,22383,101772
310,2111,254,175,5005,1866,507,1470,2538,652,2501,1350,2055,1644,2734,1151,2385,250,2101,2514,5114,3600,353,18414,30030,27248,18310,22441,101917
311,2154,234,188,5036,1872,523,1494,2568,614,2475,1339,1994,1685,2688,1171,2354,240,2063,2549,5122,3667,331,18458,30119,27304,18354,22533,102042
312,2113,251,194,5059,1884,493,1487,2530,659,2428,1357,2036,1680,2729,1150,2398,244,2115,2536,5113,3642,343,18513,30189,27345,18392,22622,102132
313,2235,235,193,5091,1877,481,1521,2525,632,2471,1393,2003,1703,2680,1216,2322,239,2134,2600,5150,3558,352,18561,30273,27374,18431,22699,102256
314,2172,239,192,5185,1866,526,1521,2529,651,2498,1361,2050,1762,2701,1170,2356,273,2096,2573,5098,3572,358,18607,30343,27410,18472,22783,102412
315,2086,235,197,5187,1802,559,1540,2615,602,2543,1327,2092,1748,2680,1174,2370,274,2078,2557,5017,3603,357,18652,30429,27458,18516,22857,102564
316,2087,221,176,5043,1821,544,1551,2527,659,2432,1351,2032,1723,2688,1179,2419,253,2050,2494,5062,3597,365,18716,30504,27499,18558,22925,102693
317,1948,242,194,4981,1800,469,1484,2520,607,2451,1385,2053,1659,2623,1236,2403,249,2077,2496,5113,3543,360,18767,30584,27564,18586,22994,102831
318,1977,237,175,4892,1797,510,1485,2431,652,2462,1334,2046,1651,2642,1170,2405,250,1989,2474,5071,3564,343,18820,30666,27609,18624,23058,102935
319,2135,259,195,4833,1779,483,1506,2443,611,2506,1372,1996,1664,2688,1134,2394,268,2064,2449,5082,3586,358,18872,30727,27653,18681,23142,103057
320,2176,259,178,4882,1769,502,1538,2503,619,2453,1369,2064,1667,2662,1154,2360,241,2076,2480,5076,3591,357,18929,30821,27692,18743,23264,103168
321,1979,243,194,4937,1769,465,1493,2442,645,2444,1417,2024,1601,2705,1156,2352,226,2087,2486,5130,3469,363,18987,30904,27742,18773,23346,103299
322,2087,233,159,4826,1753,519,1487,2380,633,2487,1409,2034,1615,2651,1190,2314,260,2029,2429,5091,3421,339,19029,30989,27800,18807,23394,103398
323,1924,254,186,4829,1778,504,1479,2444,611,2448,1371,1998,1643,2634,1139,2364,244,1989,2374,5057,3423,357,19074,31084,27833,18842,23472,103493
324,2002,231,153,4720,1741,470,1503,2398,654,2385,1385,2010,1676,2631,1123,2307,239,1968,2358,5001,3440,364,19135,31159,27869,18876,23548,103587
325,2034,236,175,4706,1763,490,1535,2457,612,2414,1361,2027,1648,2696,1128,2333,256,1915,2385,4971,3307,331,19165,31251,27933,18906,23632,103716
326,1940,229,195,4711,1739,454,1503,2462,578,2370,1353,1962,1653,2685,1096,2344,222,1899,2379,5039,3328,343,19209,31337,27967,18952,23684,103828
327,1940,233,153,4654,1743,492,1455,2373,652,2339,1338,2006,1656,2661,1130,2331,242,1861,2362,4948,3334,342,19242,31401,28004,18978,23735,103934
328,1855,208,170,4637,1753,465,1496,2443,582,2320,1331,1936,1656,2615,1139,2313,248,1860,2320,4963,3318,343,19291,31490,28048,18999,23809,104031
329,1929,220,164,4593,1738,452,1456,2385,634,2311,1303,1942,1615,2530,1193,2297,243,1893,2239,4910,3325,318,19361,31576,28093,19037,23876,104106
330,1847,211,154,4593,1716,471,1430,2441,600,2310,1273,1942,1614,2593,1139,2301,242,1864,2212,4850,3322,324,19393,31647,28129,19070,23946,104205
331,1852,200,166,4595,1702,463,1395,2369,631,2253,1295,1878,1589,2584,1128,2303,215,1805,2261,4815,3363,335,19450,31728,28170,19094,24012,104288
332,1860,220,162,4571,1650,436,1388,2396,638,2194,1315,1900,1600,2526,1122,2311,242,1815,2241,4761,3338,332,19503,31795,28207,19120,24078,104417
333,1956,213,157,4450,1661,460,1340,2378,602,2246,1300,1913,1565,2535,1118,2323,221,1809,2261,4761,3270,321,19547,31868,28248,19161,24140,104513
334,2030,224,216,4500,1674,479,1358,2425,587,2260,1302,1826,1533,2499,1152,2323,245,1901,2253,4876,3323,295,19581,31942,28286,19197,24230,104596
335,2093,239,197,4663,1606,476,1419,2429,575,2278,1316,1923,1611,2519,1107,2291,254,1995,2272,4756,3342,309,19623,32021,28316,19250,24314,104695
336,1957,256,201,4602,1621,476,1425,2387,557,2326,1295,1855,1571,2584,1111,2291,226,1948,2291,4750,3287,329,19671,32084,28342,19271,24370,104809
337,1890,212,172,4551,1636,486,1410,2330,578,2336,1287,1848,1605,2563,1132,2266,234,1935,2236,4668,3277,319,19712,32157,28395,19300,24444,104918
338,1829,228,178,4483,1664,455,1416,2287,598,2334,1282,1806,1631,2507,1137,2211,208,1903,2291,4631,3262,331,19766,32237,28419,19327,24476,105004
339,2202,229,161,4605,1663,442,1399,2349,577,2319,1263,1904,1551,2448,1105,2240,207,2028,2390,4782,3354,338,19818,32316,28462,19379,24621,105096
340,1893,254,208,4585,1709,510,1370,2359,570,2334,1277,1895,1548,2463,1097,2269,235,1920,2354,4665,3332,357,19860,32374,28504,19411,24668,105227
341,1972,206,159,4558,1663,481,1318,2276,594,2337,1265,1899,1560,2525,1054,2239,252,1930,2300,4637,3332,343,19901,32431,28547,19442,24718,105309
