Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
567,5568,1995,1957,4632,1986,2231,4210,2996,2988,2614,492,1558,2097,1599,610,9673,6486,3426,2200,5819,4919,6057,5438,9534,8038,5423,9324,3180,3381,2339,26896,22925,180643,57949,20454,52260,9791,10232,8514
568,5437,1956,1919,4630,2143,2219,4312,3011,3025,2494,463,1562,2061,1586,599,9680,6552,3461,2238,5804,4972,6032,5464,9466,8107,5457,9198,3151,3400,2271,26876,22925,180512,58182,20454,52403,9833,10232,8514
569,5583,1906,1904,4704,2002,2214,4294,2959,2929,2561,503,1494,2081,1566,626,9727,6481,3486,2182,5797,4906,6017,5404,9536,8127,5378,9163,3075,3527,2254,26875,22925,180622,58338,20454,52558,9864,10232,8514
570,5297,1939,2012,4588,2087,2247,4336,2868,3045,2564,506,1534,2085,1592,626,9742,6535,3389,2174,5759,4794,6045,5411,9518,8258,5329,9139,3062,3570,2254,26878,22925,180540,58514,20454,52666,9907,10232,8514
571,5529,1962,1970,4662,1929,2250,4331,2863,2898,2536,483,1446,2092,1643,617,9624,6678,3385,2201,5693,4769,5910,5423,9580,8231,5287,9134,3111,3568,2260,26875,22925,180608,58668,20454,52809,9952,10232,8514
572,5315,1924,1954,4569,2082,2215,4449,2846,2963,2554,459,1496,2071,1627,618,9643,6757,3396,2242,5662,4796,5964,5375,9498,8288,5259,9089,3070,3542,2220,26874,22925,180546,58856,20454,52923,10002,10232,8514
573,5406,1942,1922,4505,1889,2167,4515,2912,2862,2592,456,1583,2070,1615,603,9691,6625,3370,2246,5665,4742,5983,5275,9636,8294,5334,8899,3076,3549,2261,26882,22925,180622,59017,20454,53064,10041,10232,8514
574,5379,1953,1948,4541,2029,2282,4476,2832,2946,2436,474,1481,2073,1591,626,9499,6692,3323,2213,5714,4774,5815,5320,9747,8412,5384,8868,3003,3546,2208,26867,22925,180540,59214,20454,53193,10079,10232,8514
575,5305,1873,1912,4400,1936,2151,4478,2864,2838,2452,491,1499,2084,1598,602,9587,6715,3383,2235,5735,4739,5917,5249,9689,8495,5353,8727,3083,3569,2212,26890,22925,180616,59364,20454,53335,10119,10232,8514
576,5178,1943,1959,4372,2010,2117,4500,2860,2873,2469,492,1556,2114,1543,623,9538,6771,3299,2146,5672,4751,5814,5289,9716,8543,5326,8765,3003,3585,2089,26863,22925,180536,59578,20454,53466,10153,10232,8514
577,5270,1867,1903,4374,1947,2049,4542,2851,2774,2486,488,1453,2073,1566,599,9458,6824,3339,2204,5779,4660,5745,5310,9641,8583,5261,8832,2923,3624,2128,26883,22925,180620,59703,20454,53607,10203,10232,8514
578,5118,1910,1897,4342,1981,2121,4553,2868,2794,2379,499,1438,2032,1555,599,9403,6932,3330,2142,5760,4736,5719,5210,9750,8580,5290,8755,2880,3630,2171,26874,22925,180530,59860,20454,53751,10237,10232,8514
579,5162,1927,1838,4318,1885,2067,4545,2818,2823,2370,514,1512,2040,1560,622,9345,6885,3299,2109,5692,4664,5708,5192,9791,8598,5206,8814,2816,3712,2171,26876,22925,180619,60008,20454,53886,10291,10232,8514
580,5131,1876,1825,4329,1940,2092,4540,2825,2783,2336,477,1479,2014,1604,605,9312,6986,3309,2120,5709,4648,5675,5162,9876,8656,5257,8644,2760,3642,2161,26885,22925,180535,60189,20454,54028,10330,10232,8514
581,5139,1869,1813,4338,1817,2074,4517,2778,2770,2374,446,1440,2070,1562,623,9248,6903,3354,2128,5652,4603,5694,5163,9955,8682,5302,8572,2750,3630,2172,26865,22925,180650,60325,20454,54151,10368,10232,8514
582,5173,1859,1837,4372,1962,2109,4554,2785,3048,2345,422,1492,2125,1573,607,9226,6909,3289,2187,5613,4502,5672,5231,10048,8706,5214,8597,2811,3686,2154,26886,22925,180514,60537,20454,54282,10419,10232,8514
583,5476,1849,1858,4416,1953,2123,4574,2905,2957,2464,464,1458,2097,1547,606,9183,6785,3204,2174,5682,4542,5692,5225,10033,8818,5270,8496,2851,3740,2204,26867,22925,180660,60638,20454,54418,10466,10232,8514
584,5412,1880,1820,4442,2242,2133,4588,2864,3101,2558,436,1479,2046,1547,608,9114,7010,3242,2153,5701,4505,5786,5262,10220,8722,5189,8623,2786,3656,2245,26882,22925,180491,60832,20454,54563,10506,10232,8514
585,5600,1862,1825,4381,1948,2111,4646,2859,2877,2527,432,1491,2022,1523,618,9010,7005,3226,2177,5631,4547,5839,5220,10050,8822,5178,8614,2824,3681,2402,26876,22925,180660,60918,20454,54685,10557,10232,8514
586,5210,1851,1775,4377,2038,2152,4712,2829,2973,2506,423,1540,2022,1533,594,9053,7021,3254,2157,5621,4471,5725,5271,10108,8892,5143,8526,2883,3695,2339,26869,22925,180490,61178,20454,54812,10601,10232,8514
587,5415,1854,1812,4420,1983,2133,4635,2910,2748,2477,427,1396,2014,1576,568,8993,6959,3250,2122,5616,4504,5647,5292,10154,8905,5070,8497,2895,3702,2224,26879,22925,180644,61353,20454,54925,10645,10232,8514
588,5085,1821,1784,4373,2019,2069,4593,2903,2855,2471,431,1520,2048,1567,584,8923,7006,3241,2155,5432,4558,5808,5186,10230,8964,5047,8493,2854,3729,2244,26872,22925,180493,61548,20454,55049,10689,10232,8514
589,5275,1783,1775,4383,1871,2154,4578,2859,2817,2313,428,1466,2027,1597,571,8997,6942,3256,2180,5367,4478,5741,5137,10193,9125,5024,8459,2808,3699,2219,26874,22925,180654,61676,20454,55175,10743,10232,8514
590,5090,1847,1719,4424,1966,2012,4717,2792,2941,2403,429,1397,2049,1541,604,9007,7044,3292,2096,5405,4423,5690,5064,10197,9060,5005,8444,2832,3659,2202,26876,22925,180493,61852,20454,55291,10781,10232,8514
591,5156,1904,1773,4411,1805,2075,4681,2829,2759,2360,455,1377,2046,1504,633,8915,6859,3247,1991,5350,4441,5594,5184,10217,9188,5000,8442,2724,3701,2276,26878,22925,180684,61958,20454,55405,10822,10232,8514
592,4961,1847,1819,4380,1890,2026,4693,2816,2746,2316,458,1471,1975,1527,600,8892,7090,3213,1971,5375,4455,5622,5128,10326,9047,5054,8369,2714,3710,2226,26875,22925,180527,62149,20454,55516,10860,10232,8514
593,4980,1863,1780,4276,1769,1974,4664,2841,2643,2262,462,1490,1942,1476,596,8915,7053,3209,1974,5406,4463,5653,5116,10287,9147,5065,8295,2745,3710,2225,26888,22925,180639,62294,20454,55645,10897,10232,8514
594,4879,1769,1740,4243,1901,1969,4708,2780,2730,2297,457,1408,1960,1491,603,8837,7118,3266,2027,5393,4404,5680,5050,10306,9083,4998,8342,2736,3779,2114,26868,22925,180502,62497,20454,55773,10936,10232,8514
595,5004,1813,1770,4240,1808,1982,4684,2761,2685,2252,454,1339,1955,1504,598,8871,7029,3181,2039,5358,4434,5548,5103,10365,9102,5024,8158,2696,3747,2154,26884,22925,180633,62619,20454,55873,10977,10232,8514
596,4901,1770,1766,4146,1844,2028,4710,2729,2752,2317,487,1428,1912,1495,618,8891,6983,3157,2020,5392,4378,5484,5006,10371,9132,4891,8211,2719,3796,2102,26883,22925,180547,62772,20454,55986,11020,10232,8514
597,4981,1804,1750,4144,1750,2035,4740,2710,2704,2257,470,1334,1909,1521,600,8948,6931,3179,2001,5436,4305,5422,5014,10367,9138,4842,8140,2720,3835,2103,26875,22925,180601,62907,20454,56115,11056,10232,8514
598,4919,1808,1739,4210,1773,1984,4823,2693,2749,2295,440,1373,1924,1492,595,8893,7077,3119,2016,5303,4416,5383,5047,10356,8993,4768,8125,2680,3792,2013,26876,22925,180536,63092,20454,56248,11094,10232,8514
599,4935,1800,1766,4165,1802,1967,4830,2673,2650,2230,462,1351,1926,1484,574,8790,7143,3059,1980,5290,4452,5412,4997,10464,8896,4755,8167,2704,3763,2020,26873,22925,180630,63190,20454,56376,11133,10232,8514
600,4802,1788,1719,4118,1828,2018,4860,2727,2665,2226,473,1354,1888,1402,601,8811,7237,3064,2003,5173,4491,5352,5060,10423,8931,4767,8076,2682,3742,2042,26879,22925,180525,63367,20454,56488,11192,10232,8514
601,4890,1732,1715,4097,1738,1923,4901,2664,2652,2349,476,1321,1895,1389,587,8788,7179,3104,2031,5137,4403,5276,5074,10377,8946,4855,7993,2665,3776,2054,26867,22925,180654,63482,20454,56627,11222,10232,8514
602,4844,1716,1725,4019,1780,1991,5037,2617,2693,2232,468,1395,1892,1399,570,8640,7134,3072,2067,5130,4365,5329,5022,10308,9029,4802,8065,2671,3772,2106,26889,22925,180486,63643,20454,56726,11270,10232,8514
603,4857,1716,1673,4032,1744,1887,4919,2624,2629,2261,471,1373,1877,1417,596,8524,7204,3117,2046,5190,4252,5313,5036,10383,8976,4802,8042,2696,3779,2100,26865,22925,180652,63771,20454,56831,11314,10232,8514
604,4795,1728,1712,4050,1813,1920,4891,2643,2659,2135,461,1372,1858,1409,553,8428,7222,3068,2001,5252,4266,5351,5027,10391,9053,4786,7992,2690,3817,2084,26887,22925,180499,63933,20454,56927,11361,10232,8514
605,4828,1749,1736,4036,1705,1955,4868,2689,2606,2308,487,1323,1838,1476,524,8444,7116,3070,1916,5218,4227,5350,4875,10350,9130,4780,7907,2651,3843,2069,26873,22925,180652,64055,20454,57040,11405,10232,8514
606,4739,1797,1742,3962,1821,1966,4939,2714,2639,2242,447,1313,1804,1447,533,8470,7128,3032,1925,5198,4255,5273,4919,10393,9035,4872,7749,2694,3876,2037,26880,22925,180496,64232,20454,57169,11426,10232,8514
607,4783,1815,1737,3959,1698,1924,4883,2704,2582,2257,451,1364,1833,1460,527,8393,7100,3013,1922,5057,4205,5314,4830,10411,9122,4799,7871,2663,3857,2050,26879,22925,180650,64368,20454,57283,11465,10232,8514
608,4870,1799,1686,3943,1909,1925,4834,2700,2748,2294,420,1352,1806,1418,548,8590,7167,3071,1947,5087,4166,5374,4892,10509,9149,4798,7743,2700,3817,2030,26870,22925,180489,64536,20454,57406,11511,10232,8514
609,5160,1789,1677,4019,1835,1891,4825,2795,2806,2453,414,1369,1823,1422,539,8535,7072,3050,1939,5128,4120,5309,4931,10388,9252,4758,7791,2742,3840,2078,26882,22925,180645,64630,20454,57521,11551,10232,8514
610,5023,1803,1701,4000,1872,2006,4761,2898,2777,2319,402,1398,1800,1406,550,8453,7219,3027,1927,5030,4203,5300,4935,10397,9202,4698,7876,2703,3851,2091,26874,22925,180502,64800,20454,57620,11605,10232,8514
611,5077,1796,1689,4022,1788,1933,4798,2824,2782,2333,408,1308,1805,1439,520,8454,7170,3009,1910,5045,4154,5321,4881,10451,9133,4694,7880,2719,3826,2128,26870,22925,180651,64893,20454,57716,11652,10232,8514
612,5054,1783,1692,4024,1905,2002,4826,2806,2705,2349,402,1383,1848,1403,545,8450,7196,2938,1941,4973,4097,5285,4877,10549,9104,4734,7764,2626,3813,2049,26888,22925,180492,65103,20454,57830,11693,10232,8514
613,5033,1717,1692,3969,1767,1950,4741,2723,2760,2269,429,1311,1850,1452,518,8477,7115,2941,1964,5012,4061,5331,4860,10475,9221,4718,7774,2699,3850,2081,26868,22925,180668,65204,20454,57951,11728,10232,8514
614,4992,1681,1673,3956,1863,1984,4788,2721,2690,2233,447,1380,1844,1426,509,8562,7220,2929,1945,4966,4076,5309,4817,10453,9212,4738,7628,2661,3829,2082,26889,22925,180500,65375,20454,58074,11777,10232,8514
615,4982,1655,1635,3998,1801,1940,4742,2728,2670,2297,445,1335,1791,1413,507,8404,7124,2992,1962,5033,4058,5349,4855,10447,9231,4666,7743,2564,3851,2064,26863,22925,180641,65502,20454,58175,11816,10232,8514
616,4820,1703,1664,3954,1855,2024,4677,2751,2667,2224,462,1314,1775,1373,508,8407,7190,2970,1847,5007,4112,5280,4901,10574,9160,4644,7681,2602,3918,2054,26891,22925,180498,65676,20454,58277,11869,10232,8514
617,4838,1720,1689,3964,1700,1916,4694,2801,2658,2271,434,1282,1750,1365,503,8288,7077,2900,1860,5045,4110,5312,4927,10486,9232,4589,7784,2586,3921,2113,26869,22925,180653,65748,20454,58393,11901,10232,8514
618,4738,1698,1684,3866,1819,1960,4767,2709,2709,2240,465,1333,1754,1357,499,8283,7239,2862,1816,5001,4086,5274,4859,10427,9271,4578,7838,2567,3904,2047,26879,22925,180500,65930,20454,58519,11951,10232,8514
619,4918,1676,1675,3906,1698,1887,4802,2762,2624,2229,443,1240,1767,1364,506,8236,7210,2935,1851,4956,4055,5284,4842,10302,9271,4628,7717,2575,3869,2093,26879,22925,180642,66027,20454,58624,11986,10232,8514
620,4750,1705,1673,3894,1841,1973,4903,2737,2731,2154,449,1278,1791,1352,488,8169,7172,2924,1838,4868,4094,5197,4827,10350,9298,4672,7604,2566,3859,2036,26873,22925,180515,66202,20454,58734,12012,10232,8514
621,4877,1711,1632,3889,1682,1895,4822,2720,2574,2229,442,1291,1758,1318,496,8156,7105,2886,1821,4932,4068,5220,4755,10475,9327,4630,7645,2561,3839,2089,26881,22925,180656,66294,20454,58850,12053,10232,8514
622,4539,1671,1624,3869,1845,1889,4844,2767,2727,2138,437,1301,1732,1338,492,8208,7232,2874,1847,4927,4080,5227,4748,10450,9276,4604,7540,2584,3851,2066,26874,22925,180496,66471,20454,58965,12096,10232,8514
623,4827,1662,1642,3827,1670,1888,4868,2805,2500,2185,428,1281,1752,1327,499,8272,7158,2883,1851,4828,4064,5154,4742,10429,9268,4572,7477,2538,3899,2063,26877,22925,180661,66578,20454,59078,12126,10232,8514
624,4575,1699,1627,3829,1755,1843,4838,2722,2657,2176,441,1324,1747,1300,507,8245,7288,2889,1803,4822,4011,5157,4742,10495,9202,4526,7516,2619,3860,2015,26877,22925,180495,66761,20454,59188,12178,10232,8514
625,5148,1644,1641,4013,1904,1981,4877,2838,3018,2308,438,1315,1731,1320,487,8167,7348,2893,1848,4928,3970,5297,4747,10293,9312,4593,7513,2611,3839,2072,26878,22925,180650,66857,20454,59300,12228,10232,8514
626,5625,1633,1641,4080,2135,2052,4896,2976,3198,2559,411,1458,1755,1328,515,8206,7441,2900,1861,4905,3980,5364,4862,10389,9259,4600,7492,2725,3803,2126,26878,22925,180504,67041,20454,59400,12287,10232,8514
627,5927,1696,1665,4213,2302,1982,4889,3066,3556,2660,379,1446,1767,1305,546,8181,7465,2863,1848,4992,4039,5542,5003,10349,9306,4707,7410,2876,3849,2229,26878,22925,180625,67152,20454,59524,12326,10232,8514
628,6282,1681,1639,4338,2409,2164,4917,3193,3633,2803,381,1433,1791,1317,525,8205,7487,2954,1843,5088,4000,5724,5072,10366,9322,4713,7431,2950,3987,2451,26873,22925,180529,67319,20454,59643,12378,10232,8514
629,6494,1608,1645,4459,2491,2197,4898,3337,3887,2927,393,1484,1841,1315,526,8308,7540,3040,1881,5123,3963,5839,5236,10442,9307,4669,7552,3028,3994,2585,26874,22925,180618,67448,20454,59737,12433,10232,8514
630,6710,1600,1675,4581,2638,2255,4876,3502,3984,2978,397,1541,1844,1288,514,8279,7761,3061,1870,5155,4070,6032,5448,10647,9243,4730,7512,3165,3961,2675,26889,22925,180512,67670,20454,59863,12471,10232,8514
631,6680,1675,1728,4517,2408,2234,4933,3601,3586,2969,395,1494,1854,1348,512,8383,7686,3060,1810,5266,3981,6090,5509,10555,9444,4624,7574,3207,4007,2725,26865,22925,180628,67859,20454,59952,12514,10232,8514
632,6179,1659,1785,4641,2343,2261,5008,3524,3727,2831,410,1486,1878,1365,513,8340,7789,3044,1825,5249,3982,6192,5502,10632,9505,4627,7561,3244,4004,2670,26890,22925,180532,68119,20454,60069,12563,10232,8514
633,6355,1662,1760,4645,2262,2163,5030,3482,3473,2833,385,1527,1917,1379,497,8370,7655,3108,1842,5175,4014,6202,5487,10766,9586,4639,7549,3230,4001,2661,26865,22925,180617,68317,20454,60163,12608,10232,8514
634,5932,1651,1761,4598,2323,2202,5058,3483,3611,2789,393,1480,1924,1350,525,8412,7633,3146,1864,5130,4059,6175,5517,10774,9726,4651,7572,3177,4061,2640,26890,22925,180518,68563,20454,60253,12660,10232,8514
635,6224,1680,1811,4535,2127,2171,4975,3401,3317,2735,404,1472,1920,1392,499,8302,7756,3140,1797,5173,4048,6230,5532,10825,9692,4687,7695,3163,4117,2649,26865,22925,180643,68735,20454,60354,12711,10232,8514
636,5903,1643,1795,4496,2262,2139,5044,3352,3423,2683,406,1481,1917,1378,493,8374,7854,3109,1828,5170,4083,6287,5545,10873,9667,4767,7603,3115,4117,2625,26896,22925,180531,68965,20454,60479,12750,10232,8514
637,5904,1639,1774,4515,2181,2149,5044,3295,3336,2679,425,1483,1927,1421,486,8368,7818,3098,1859,5144,4033,6178,5543,11030,9668,4748,7732,3188,4054,2599,26864,22925,180620,69146,20454,60581,12800,10232,8514
638,5851,1591,1769,4501,2245,2176,4962,3288,3184,2612,435,1511,1878,1384,485,8435,7800,3086,1908,5130,4083,6089,5537,11044,9775,4702,7739,3121,4138,2511,26884,22925,180545,69381,20454,60691,12858,10232,8514
639,5919,1661,1722,4523,2263,2111,5022,3231,3360,2775,443,1493,1865,1312,500,8507,7804,3126,1857,5137,4183,6080,5616,11081,9771,4709,7689,3103,4153,2547,26869,22925,180608,69537,20454,60806,12903,10232,8514
640,5878,1633,1718,4518,2219,2239,5117,3175,3241,2657,445,1477,1839,1292,515,8451,7925,3127,1843,5173,4145,6145,5543,11108,9789,4823,7615,3054,4093,2574,26883,22925,180538,69713,20454,60917,12951,10232,8514
641,5670,1628,1754,4436,2166,2176,5215,3237,3169,2666,402,1445,1817,1337,497,8456,7795,3147,1896,5176,4156,6108,5592,11016,9850,4846,7613,3083,4165,2535,26866,22925,180641,69888,20454,61027,12989,10232,8514
642,5661,1593,1757,4321,2151,2112,5187,3189,3156,2542,408,1438,1853,1304,481,8420,7835,3158,1933,5097,4220,6114,5632,11056,9885,4755,7760,3092,4227,2552,26885,22925,180523,70072,20454,61165,13013,10232,8514
643,5689,1604,1798,4259,2133,2037,5257,3152,3087,2586,414,1342,1846,1313,485,8408,7819,3155,1925,5168,4192,6098,5672,10967,9932,4758,7740,3059,4217,2458,26869,22925,180617,70241,20454,61284,13053,10232,8514
644,5554,1646,1797,4131,2127,2180,5245,3055,3166,2560,400,1425,1855,1283,486,8439,7821,3093,1924,5090,4237,6035,5629,11240,9822,4739,7759,2973,4189,2478,26881,22925,180531,70420,20454,61415,13096,10232,8514
645,5546,1756,1819,4097,2083,2035,5196,3116,3003,2615,412,1395,1876,1295,501,8342,7698,3024,1867,5105,4208,5983,5625,11258,10046,4797,7804,2966,4154,2414,26866,22925,180620,70613,20454,61524,13149,10232,8514
646,5289,1787,1756,4043,2092,2058,5223,3122,3012,2484,417,1427,1817,1332,499,8433,7794,3086,1846,5134,4103,5995,5622,11302,10050,4784,7723,2975,4116,2435,26885,22925,180540,70805,20454,61636,13186,10232,8514
647,5446,1812,1768,4119,1967,2071,5235,3088,2886,2495,423,1355,1797,1333,502,8356,7810,3032,1837,5138,4088,5893,5482,11318,9998,4706,7891,2952,4169,2424,26874,22925,180620,70946,20454,61737,13240,10232,8514
648,5101,1744,1741,4205,1982,2056,5260,2998,3006,2520,431,1374,1794,1344,498,8346,7787,3090,1851,5067,4118,5959,5360,11302,10065,4752,7785,2918,4243,2363,26876,22925,180536,71166,20454,61891,13279,10232,8514
649,5331,1742,1741,4198,1897,2065,5236,3108,2741,2442,413,1366,1832,1345,501,8318,7907,3064,1864,4998,4121,5875,5307,11284,10083,4745,7741,2931,4184,2324,26877,22925,180616,71301,20454,61982,13328,10232,8514
650,5071,1754,1759,4175,1958,2126,5263,2982,2922,2486,398,1417,1818,1367,495,8344,7895,3018,1864,4932,4109,5755,5310,11447,10099,4655,7680,2897,4145,2292,26886,22925,180543,71477,20454,62095,13374,10232,8514
651,5142,1707,1727,4242,2014,2047,5256,2976,2737,2373,390,1372,1759,1361,515,8213,7850,3058,1898,4988,4116,5728,5403,11277,10115,4647,7746,2896,4271,2347,26874,22925,180608,71506,20454,62223,13426,10232,8514
652,5084,1769,1717,4148,2090,2030,5286,2898,2810,2382,405,1359,1780,1342,529,8236,7906,3004,1862,4955,4195,5867,5226,11333,10112,4579,7690,2873,4235,2370,26876,22925,180545,71506,20454,62349,13460,10232,8514
653,5142,1690,1698,4142,2040,2040,5323,2863,2866,2333,408,1326,1788,1332,522,8344,7852,3060,1893,4953,4114,5677,5303,11305,10136,4549,7643,2874,4235,2387,26875,22925,180632,71506,20454,62456,13501,10232,8514
654,5172,1645,1706,4122,2100,1973,5329,2932,2765,2372,426,1366,1788,1317,514,8218,7936,3056,1912,4887,4139,5704,5214,11277,10055,4632,7677,2855,4235,2434,26880,22925,180551,71506,20454,62562,13551,10232,8514
655,5135,1705,1731,4090,2069,1965,5238,2913,2798,2453,430,1336,1784,1333,494,8254,8037,3006,1851,4934,4109,5650,5125,11445,9990,4663,7640,2879,4138,2392,26874,22925,180582,71506,20454,62654,13605,10232,8514
656,5180,1683,1779,4111,2101,1965,5278,2907,2786,2380,425,1335,1804,1293,495,8232,7946,2919,1842,4920,4119,5653,5139,11251,10178,4597,7703,2833,4183,2407,26880,22925,180563,71506,20454,62768,13647,10232,8514
657,5087,1653,1782,4157,2043,1999,5317,2854,2840,2495,415,1330,1777,1300,524,8171,7971,2916,1884,4961,3997,5570,5162,11337,10054,4685,7614,2800,4196,2402,26878,22925,180575,71506,20454,62845,13711,10232,8514
658,5177,1678,1742,4120,2102,2060,5293,2886,2713,2400,394,1412,1764,1322,521,8100,7797,2904,1892,4989,3906,5581,5205,11278,10172,4649,7647,2776,4302,2340,26876,22925,180589,71506,20454,62967,13748,10232,8514
659,5086,1692,1707,4088,2096,2006,5368,2866,2746,2438,406,1362,1815,1366,499,8123,7946,2951,1883,4857,3901,5675,5177,11321,10012,4623,7618,2750,4275,2326,26867,22925,180576,71506,20454,63096,13784,10232,8514
660,5069,1707,1722,4009,2074,1977,5372,2910,2838,2351,411,1334,1768,1313,536,8160,7933,2960,1796,4924,3911,5622,5263,11203,10084,4573,7613,2754,4282,2347,26881,22925,180580,71506,20454,63180,13845,10232,8514
661,5204,1664,1741,3979,1985,1994,5315,2846,2813,2365,399,1281,1749,1344,521,8065,7847,2944,1849,4940,3951,5552,5263,11398,10114,4580,7639,2740,4227,2389,26869,22925,180554,71506,20454,63300,13881,10232,8514
662,5159,1651,1705,3973,2088,1941,5219,2810,2850,2370,397,1342,1734,1327,535,8085,7682,2930,1851,4932,3947,5568,5189,11437,10247,4557,7610,2699,4319,2309,26889,22925,180598,71506,20454,63419,13933,10232,8514
663,5205,1626,1700,4025,2109,1908,5318,2830,2857,2312,407,1355,1763,1306,545,8011,7765,2949,1826,4854,3958,5539,5183,11383,10124,4615,7639,2664,4268,2316,26865,22925,180574,71505,20454,63522,13982,10232,8514
664,5241,1646,1706,4043,2078,1917,5341,2809,2802,2424,408,1367,1735,1370,507,8099,7772,2895,1799,4827,3958,5502,5138,11372,10103,4660,7459,2576,4305,2338,26889,22925,180560,71506,20454,63634,14022,10232,8514
665,5127,1626,1719,4096,2151,1867,5287,2912,2796,2321,411,1334,1725,1356,519,8099,7753,2884,1811,4830,3974,5483,5150,11361,10078,4687,7426,2625,4287,2357,26869,22925,180598,71506,20454,63709,14074,10232,8514
666,5110,1619,1734,4091,2081,1948,5197,2938,2754,2354,425,1329,1710,1339,545,7995,7834,2850,1807,4872,3929,5451,5103,11403,10133,4541,7555,2663,4259,2360,26885,22925,180567,71506,20454,63812,14109,10232,8514
667,5091,1605,1724,4018,2015,1902,5309,2894,2797,2378,425,1334,1748,1287,585,7929,7884,2884,1796,4704,4070,5470,5118,11326,10074,4522,7551,2682,4235,2414,26864,22925,180579,71506,20454,63935,14153,10232,8514
668,5190,1568,1731,3951,2128,1898,5330,2827,2881,2330,410,1281,1719,1282,579,8020,7841,2868,1854,4758,3989,5465,5057,11339,10102,4562,7429,2669,4225,2336,26895,22925,180550,71506,20454,64027,14211,10232,8514
669,5207,1527,1669,3929,2136,1926,5321,2889,2843,2334,439,1257,1719,1390,533,8066,7789,2932,1830,4807,3856,5495,4947,11325,10158,4489,7479,2649,4161,2339,26875,22925,180600,71506,20454,64164,14251,10232,8514
670,5152,1515,1694,3887,2111,1992,5354,2985,2808,2381,427,1243,1713,1382,555,7965,7803,2901,1839,4782,3813,5424,4985,11292,10091,4481,7558,2710,4171,2343,26878,22925,180557,71506,20454,64268,14300,10232,8514
671,5139,1591,1707,3831,2086,2006,5311,3004,2820,2407,417,1290,1720,1347,560,7975,7832,2849,1784,4761,3790,5375,5034,11272,10064,4428,7650,2624,4157,2360,26876,22925,180597,71506,20454,64383,14342,10232,8514
672,5179,1558,1709,3875,2080,1903,5361,2990,2798,2357,445,1246,1729,1338,555,7980,7883,2840,1735,4805,3834,5361,5047,11243,10056,4509,7506,2683,4064,2428,26874,22925,180569,71506,20454,64497,14381,10232,8514
673,5048,1583,1686,3855,2085,1950,5296,3013,2872,2379,429,1286,1713,1332,540,7841,7841,2847,1707,4784,3922,5327,5079,11240,10065,4493,7575,2628,4124,2423,26876,22925,180580,71506,20454,64597,14431,10232,8514
674,5208,1549,1638,3893,2073,1928,5218,2944,2793,2388,417,1256,1717,1342,544,7924,7755,2873,1725,4758,3916,5363,4989,11332,10069,4534,7424,2676,4170,2411,26877,22925,180592,71506,20454,64697,14483,10232,8514
675,5012,1563,1697,3864,2120,1905,5320,2949,2852,2397,386,1274,1710,1350,526,7909,7817,2751,1762,4775,3918,5435,4931,11186,10091,4517,7423,2734,4169,2399,26883,22925,180553,71506,20454,64813,14514,10232,8514
676,5182,1573,1637,3918,2177,1949,5217,2976,2670,2380,388,1323,1703,1336,514,7781,7791,2773,1740,4746,3995,5366,4906,11266,10014,4495,7444,2725,4264,2342,26870,22925,180582,71506,20454,64942,14549,10232,8514
677,5183,1588,1599,3894,2079,1923,5291,2883,2875,2332,403,1262,1676,1283,533,7883,7813,2778,1762,4751,3948,5432,4859,11188,9965,4564,7346,2690,4275,2382,26879,22925,180591,71506,20454,65053,14600,10232,8514
678,5158,1606,1569,3828,2149,1924,5341,2919,2785,2336,394,1294,1657,1266,539,7898,7793,2771,1780,4749,3957,5374,4948,11153,10001,4527,7344,2713,4212,2380,26870,22925,180560,71506,20454,65154,14643,10232,8514
679,5160,1605,1566,3822,2075,1904,5347,2876,2849,2415,370,1278,1640,1304,519,7902,7796,2758,1784,4722,3957,5350,4907,11150,9962,4526,7341,2732,4253,2334,26881,22925,180598,71506,20454,65257,14681,10232,8514
680,5206,1592,1539,3807,2044,1903,5320,2885,2801,2339,373,1339,1668,1299,536,7908,7859,2746,1790,4674,3946,5309,4953,11051,10050,4397,7384,2825,4213,2377,26869,22925,180554,71506,20454,65377,14717,10232,8514
681,5205,1551,1551,3898,2029,1864,5267,2813,2915,2358,349,1237,1702,1319,506,7983,7870,2756,1848,4669,3879,5314,4931,11075,10047,4403,7301,2728,4229,2360,26884,22925,180592,71506,20454,65466,14780,10232,8514
682,5197,1602,1542,3912,2145,1921,5250,2822,2854,2305,361,1276,1722,1321,488,7998,7873,2733,1782,4656,3836,5353,4889,11202,10012,4475,7237,2664,4181,2299,26872,22925,180544,71506,20454,65560,14824,10232,8514
683,5179,1590,1500,4002,1933,1913,5292,2842,2856,2270,377,1242,1681,1267,510,7815,7835,2778,1787,4630,3905,5346,4954,11105,10059,4474,7346,2671,4176,2379,26880,22925,180617,71506,20454,65646,14880,10232,8514
