Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
684,5083,1539,1536,4034,2128,1889,5276,2879,2911,2294,392,1296,1666,1276,489,7872,7971,2746,1776,4708,3832,5452,4983,11077,10014,4403,7358,2664,4185,2305,26880,22925,180528,71506,20454,65740,14925,10232,8514
685,5282,1575,1552,3931,2001,1967,5185,2969,2887,2412,381,1287,1625,1263,479,7927,7856,2735,1773,4741,3917,5478,4901,11096,10033,4373,7266,2643,4282,2366,26868,22925,180624,71506,20454,65827,14975,10232,8514
686,5349,1606,1507,3908,2170,1954,5199,2963,2967,2323,385,1367,1643,1287,450,7852,7849,2780,1743,4680,3894,5498,4971,11199,9992,4378,7312,2708,4205,2349,26895,22925,180516,71506,20454,65929,15019,10232,8514
687,5311,1568,1527,4061,2085,1905,5252,3016,3054,2416,388,1289,1655,1288,453,7720,7739,2828,1789,4629,3878,5493,5026,11211,10022,4352,7410,2713,4181,2375,26870,22925,180639,71506,20454,66015,15059,10232,8514
688,5378,1535,1514,4002,2201,2016,5199,3017,3028,2415,376,1317,1685,1319,451,7615,7888,2857,1780,4637,3860,5543,5067,11259,9975,4370,7389,2683,4198,2385,26889,22925,180514,71506,20454,66111,15114,10232,8514
689,5425,1529,1530,3990,2149,1938,5278,3043,2978,2421,369,1379,1630,1240,500,7628,7862,2836,1804,4741,3833,5515,5145,11135,10043,4374,7460,2717,4187,2411,26864,22925,180643,71506,20454,66196,15164,10232,8514
690,5418,1538,1526,3970,2307,1945,5333,3012,3056,2362,355,1338,1675,1251,498,7786,7847,2869,1757,4756,3821,5524,5186,11193,10071,4411,7308,2738,4136,2450,26878,22925,180508,71506,20454,66288,15216,10232,8514
691,5600,1555,1493,3979,2113,1884,5218,3036,3028,2495,375,1335,1686,1236,501,7866,7798,2887,1736,4693,3869,5550,5244,11221,10108,4485,7191,2799,4152,2437,26869,22925,180625,71506,20454,66374,15259,10232,8514
692,5378,1556,1537,4060,2372,1984,5360,3031,3127,2502,386,1305,1704,1241,494,7839,7948,2831,1728,4715,3736,5579,5229,11186,9948,4468,7229,2822,4185,2393,26885,22925,180534,71506,20454,66500,15275,10232,8514
693,5532,1578,1548,4115,2267,2019,5270,3109,2979,2537,368,1346,1720,1291,464,7788,7918,2789,1718,4687,3725,5625,5296,11148,9952,4529,7218,2796,4270,2425,26867,22925,180608,71506,20454,66628,15307,10232,8514
694,5435,1554,1599,4051,2313,2036,5319,3116,2960,2400,379,1355,1728,1261,461,7855,7905,2760,1744,4631,3781,5607,5291,11192,9951,4533,7148,2801,4307,2482,26889,22925,180549,71506,20454,66709,15360,10232,8514
695,5327,1531,1628,4048,2195,2005,5332,3112,3023,2436,370,1279,1771,1246,483,7910,7918,2804,1758,4596,3714,5612,5281,11192,9925,4527,7167,2846,4302,2482,26866,22925,180599,71506,20454,66785,15417,10232,8514
696,5360,1541,1611,4011,2232,2040,5362,3095,2931,2517,388,1283,1718,1278,448,7830,7916,2791,1732,4620,3767,5691,5182,11301,9870,4456,7186,2790,4298,2453,26900,22925,180559,71506,20454,66901,15454,10232,8514
697,5392,1545,1628,3936,2127,1943,5439,3059,2920,2478,377,1335,1714,1247,477,7834,7791,2769,1716,4608,3804,5675,5284,11217,9983,4441,7252,2825,4254,2497,26867,22925,180601,71506,20454,67004,15498,10232,8514
698,5294,1553,1587,3929,2266,1984,5361,3067,3020,2402,374,1300,1691,1251,477,7794,7831,2754,1675,4759,3791,5685,5235,11344,10039,4447,7201,2778,4150,2432,26895,22925,180522,71506,20454,67127,15547,10232,8514
699,5512,1549,1581,3919,2071,1876,5388,3043,2938,2378,357,1328,1692,1230,487,7706,7789,2765,1716,4721,3845,5752,5223,11386,9955,4403,7333,2743,4139,2454,26875,22925,180616,71506,20454,67208,15609,10232,8514
700,5392,1520,1574,3939,2229,1986,5275,3059,3103,2434,356,1369,1744,1231,489,7735,7860,2792,1761,4675,3812,5832,5091,11472,9935,4463,7205,2727,4209,2467,26879,22925,180540,71506,20454,67289,15657,10232,8514
701,5553,1598,1557,3990,2201,2060,5192,3050,3080,2537,338,1322,1727,1269,470,7761,7790,2779,1734,4704,3748,5755,5106,11442,10179,4418,7249,2733,4217,2456,26869,22925,180619,71506,20454,67425,15687,10232,8514
702,5633,1629,1545,4069,2367,2009,5231,3041,3113,2536,363,1330,1778,1271,449,7782,7907,2742,1675,4668,3791,5771,5115,11506,10094,4431,7203,2778,4179,2417,26888,22925,180546,71506,20454,67525,15747,10232,8514
703,5466,1604,1504,4101,2261,2003,5141,3131,3037,2529,360,1365,1755,1270,441,7745,7982,2815,1654,4735,3783,5788,5084,11417,10106,4429,7278,2816,4208,2464,26883,22925,180599,71506,20454,67581,15808,10232,8514
704,5385,1569,1547,4150,2171,1993,5215,3140,3016,2469,360,1374,1756,1288,456,7762,8008,2787,1705,4746,3755,5636,5175,11337,10124,4314,7320,2873,4247,2537,26866,22925,180562,71506,20454,67654,15860,10232,8514
705,5479,1599,1484,4033,2187,1966,5219,3057,2980,2438,323,1363,1714,1266,477,7795,7925,2792,1763,4770,3791,5596,5178,11463,10119,4406,7222,2845,4222,2556,26877,22925,180594,71506,20454,67782,15890,10232,8514
706,5413,1540,1475,4072,2337,1967,5334,3104,2972,2540,371,1327,1738,1240,477,7776,8005,2830,1731,4797,3731,5632,5061,11249,10160,4350,7300,2773,4197,2453,26884,22925,180540,71506,20454,67881,15928,10232,8514
707,5491,1521,1509,4043,2154,1981,5270,3113,3000,2449,372,1334,1699,1236,486,7674,7930,2816,1731,4815,3837,5580,5071,11276,10237,4357,7324,2808,4180,2473,26872,22925,180622,71506,20454,67960,15978,10232,8514
708,5380,1554,1532,4090,2201,1912,5270,3056,3044,2441,370,1335,1748,1254,473,7654,8026,2794,1690,4719,3845,5580,5062,11427,10026,4399,7280,2825,4263,2464,26886,22925,180524,71506,20454,68055,16034,10232,8514
709,5382,1540,1535,4092,2255,1982,5362,3053,2978,2410,394,1328,1714,1243,469,7688,7976,2778,1711,4684,3880,5504,5107,11350,10095,4339,7297,2793,4164,2418,26864,22925,180612,71506,20454,68133,16097,10232,8514
710,5391,1550,1556,3997,2158,1962,5265,3068,2914,2440,390,1340,1755,1263,465,7747,7941,2721,1695,4729,3824,5498,5162,11456,10012,4377,7200,2811,4254,2497,26886,22925,180553,71506,20454,68231,16133,10232,8514
711,5355,1564,1546,3987,2178,1968,5319,3032,2928,2368,388,1237,1749,1262,479,7728,7863,2782,1690,4740,3841,5570,5097,11399,10085,4364,7235,2810,4227,2519,26865,22925,180580,71506,20454,68316,16184,10232,8514
712,5284,1571,1535,3931,2166,1914,5342,3012,2884,2393,389,1365,1765,1260,467,7703,7898,2755,1703,4686,3811,5588,5035,11392,10115,4427,7214,2811,4212,2508,26880,22925,180584,71506,20454,68412,16257,10232,8514
713,5293,1576,1577,3934,2079,1928,5435,3010,2921,2435,370,1245,1748,1242,494,7736,7836,2742,1717,4732,3726,5514,5126,11272,10228,4419,7221,2754,4232,2498,26877,22925,180555,71506,20454,68512,16299,10232,8514
714,5198,1600,1583,3959,2230,1911,5291,3007,2883,2424,352,1289,1743,1234,487,7713,7837,2720,1738,4666,3752,5520,5097,11404,10197,4460,7174,2732,4277,2378,26876,22925,180608,71506,20454,68613,16344,10232,8514
715,5334,1619,1557,3959,2176,1988,5272,2988,2803,2377,366,1277,1740,1262,460,7671,7902,2716,1714,4637,3815,5451,5152,11459,10145,4400,7199,2708,4198,2417,26886,22925,180550,71506,20454,68727,16386,10232,8514
716,5118,1603,1501,3984,2092,1984,5228,3002,2874,2429,357,1289,1682,1216,478,7779,7905,2805,1732,4663,3846,5391,5175,11447,10167,4334,7182,2720,4175,2429,26873,22925,180611,71506,20454,68820,16434,10232,8514
717,5194,1571,1535,3988,2193,1868,5301,2888,2866,2347,369,1250,1707,1244,464,7788,7896,2773,1766,4692,3820,5425,5194,11472,10194,4363,7128,2717,4132,2404,26875,22925,180519,71506,20454,68915,16481,10232,8514
718,5071,1510,1542,3994,2061,1910,5276,2956,2848,2354,376,1339,1695,1223,473,7737,7808,2741,1797,4674,3840,5407,5180,11512,10212,4306,7178,2742,4108,2444,26881,22925,180620,71506,20454,69005,16533,10232,8514
719,5106,1520,1519,3933,2176,1954,5284,2923,2832,2419,399,1319,1694,1269,446,7862,7793,2743,1740,4742,3805,5305,5157,11674,10126,4357,7042,2698,4096,2355,26869,22925,180515,71506,20454,69122,16573,10232,8514
720,5218,1524,1496,3900,1987,1899,5290,2988,2747,2345,398,1272,1697,1274,428,7853,7817,2802,1727,4793,3800,5360,5130,11568,10099,4360,7027,2776,4083,2411,26886,22925,180612,71506,20454,69193,16621,10232,8514
721,4957,1497,1481,3861,2086,1932,5284,2947,2861,2368,395,1317,1697,1258,439,7782,7784,2852,1725,4767,3853,5423,5044,11485,10234,4269,7106,2739,4119,2450,26870,22925,180563,71506,20454,69276,16674,10232,8514
722,5170,1512,1502,3820,1966,1908,5187,2944,2736,2423,397,1330,1723,1257,459,7676,7804,2806,1730,4725,3826,5304,5117,11647,10104,4298,7162,2750,4128,2437,26878,22925,180595,71506,20454,69356,16732,10232,8514
723,5119,1543,1523,3866,2118,1960,5298,2854,2855,2389,357,1333,1751,1242,469,7590,7803,2769,1750,4635,3814,5300,5049,11656,10061,4237,7264,2721,4046,2381,26877,22925,180572,71506,20454,69422,16799,10232,8514
724,5159,1555,1541,3844,2122,1857,5291,2878,2771,2378,373,1222,1780,1240,472,7641,7771,2746,1707,4717,3722,5437,5040,11501,10185,4313,7191,2732,4060,2383,26872,22925,180587,71506,20454,69504,16845,10232,8514
725,5027,1587,1493,3800,2094,1885,5296,2896,2820,2350,364,1309,1719,1229,486,7646,7788,2748,1695,4765,3704,5460,5029,11556,10008,4289,7181,2714,4155,2404,26877,22925,180559,71506,20454,69631,16887,10232,8514
726,5231,1539,1556,3805,1972,1860,5260,2916,2782,2332,365,1307,1752,1239,471,7610,7730,2726,1708,4650,3766,5480,4987,11487,10038,4252,7175,2692,4250,2397,26881,22925,180589,71506,20454,69728,16932,10232,8514
727,5033,1508,1481,3823,2186,1956,5278,2888,2862,2246,345,1300,1682,1280,462,7509,7777,2764,1715,4768,3803,5452,5088,11536,9935,4249,7143,2624,4196,2349,26874,22925,180536,71506,20454,69856,16975,10232,8514
728,5182,1552,1493,3796,1953,1926,5318,2913,2778,2434,362,1229,1643,1259,493,7616,7830,2762,1691,4808,3736,5462,5072,11437,9873,4263,6993,2602,4184,2363,26879,22925,180623,71506,20454,69964,17004,10232,8514
729,5103,1528,1549,3856,2195,1960,5314,2880,3051,2380,366,1360,1641,1288,496,7602,7805,2703,1731,4684,3751,5542,5081,11398,9931,4251,6987,2640,4217,2366,26871,22925,180533,71506,20454,70060,17050,10232,8514
730,5486,1544,1561,3873,2078,1887,5320,2927,2836,2425,359,1289,1685,1300,459,7714,7809,2725,1694,4642,3687,5393,5178,11344,9909,4255,6969,2676,4262,2383,26883,22925,180614,71506,20454,70171,17079,10232,8514
731,5204,1558,1530,3927,2236,1966,5370,2973,2955,2380,361,1299,1698,1255,472,7622,7791,2734,1702,4599,3745,5483,5088,11405,9974,4190,7155,2642,4187,2375,26870,22925,180533,71506,20454,70247,17136,10232,8514
732,5292,1577,1558,3978,2114,1962,5324,2988,2916,2417,369,1259,1644,1231,475,7570,7794,2724,1648,4686,3825,5524,5092,11268,10018,4325,7057,2623,4234,2421,26878,22925,180599,71506,20454,70324,17194,10232,8514
733,5199,1563,1549,3961,2142,1992,5333,2976,2909,2387,370,1299,1665,1263,464,7638,7795,2750,1660,4554,3825,5520,5077,11315,10009,4282,7035,2636,4213,2447,26880,22925,180560,71506,20454,70406,17238,10232,8514
734,5211,1561,1566,3963,2074,1910,5331,2977,2807,2300,383,1272,1650,1234,486,7624,7798,2777,1667,4590,3826,5528,5137,11323,9990,4283,6996,2713,4185,2502,26869,22925,180605,71506,20454,70487,17291,10232,8514
735,5084,1546,1530,3954,2069,1907,5357,2997,2863,2385,368,1292,1623,1219,461,7685,7809,2802,1667,4624,3767,5455,5176,11321,10006,4288,6976,2696,4136,2498,26891,22925,180560,71506,20454,70553,17355,10232,8514
736,5209,1497,1528,3932,2117,1932,5343,2952,2788,2441,368,1287,1628,1213,488,7708,7848,2801,1706,4608,3776,5420,5081,11335,9990,4160,7060,2703,4076,2446,26863,22925,180583,71506,20454,70638,17399,10232,8514
737,5207,1561,1523,3849,2135,1888,5369,2919,2886,2393,352,1268,1634,1230,472,7703,7838,2773,1658,4651,3733,5412,5072,11315,9985,4210,7099,2648,4086,2415,26891,22925,180576,71506,20454,70716,17461,10232,8514
738,5165,1517,1496,3803,2137,1947,5325,2942,2829,2315,332,1273,1671,1218,482,7712,7940,2800,1709,4620,3726,5434,5120,11336,9918,4185,7047,2678,4087,2405,26868,22925,180578,71506,20454,70807,17510,10232,8514
739,5179,1505,1528,3753,2131,1940,5285,2841,2858,2419,351,1274,1692,1194,483,7668,7829,2751,1653,4651,3726,5499,5111,11374,9977,4207,6996,2622,4137,2387,26882,22925,180579,71506,20454,70907,17547,10232,8514
740,5177,1501,1555,3810,2043,1972,5317,2866,2822,2392,350,1243,1669,1216,465,7615,7885,2693,1680,4670,3767,5541,5111,11317,9951,4219,6941,2614,4097,2407,26867,22925,180565,71506,20454,71014,17588,10232,8514
741,5146,1508,1600,3822,2099,1898,5194,2932,2841,2370,344,1222,1659,1198,475,7696,7824,2649,1659,4634,3756,5499,5106,11330,9998,4262,6877,2623,4160,2337,26893,22925,180598,71506,20454,71091,17644,10232,8514
742,5098,1495,1586,3799,2030,1937,5172,2948,2826,2360,360,1240,478,1203,480,7582,7778,2625,1655,5780,3707,5561,5036,11287,10046,4277,7010,2628,4225,2402,26871,22925,180564,71506,20454,71216,17686,10232,8514
743,5159,1499,1520,3760,2069,1939,5285,2965,2765,2338,380,1379,601,1226,463,7584,7845,2662,1666,5455,3756,5481,5080,11271,9882,4294,6982,2609,4137,2429,26879,22925,180553,71506,20454,71319,17720,10232,8514
744,5139,1509,1491,3753,2095,1871,5256,2923,2851,2316,378,1396,600,1195,477,7778,7767,2642,1696,5259,3800,5466,5067,11284,9928,4249,6884,2660,4138,2449,26869,22925,180576,71506,20454,71430,17764,10232,8514
745,5214,1475,1498,3813,2108,1871,5303,2873,2864,2316,386,1352,589,1226,482,7763,7590,2694,1721,5116,3724,5487,5023,11287,9992,4167,6978,2617,4222,2421,26884,22925,180583,71506,20454,71506,17815,10232,8514
746,5085,1512,1530,3877,2111,1859,5282,2895,2858,2365,370,1337,560,1253,490,7671,7645,2678,1697,5110,3753,5453,5021,11261,10010,4198,6961,2622,4209,2421,26866,22925,180550,71506,20454,71586,17868,10232,8514
747,5234,1550,1550,3898,2037,1959,5178,2764,2808,2260,392,1361,543,1226,492,7646,7798,2644,1654,5038,3793,5516,5000,11484,9795,4180,6958,2562,4179,2414,26890,22925,180580,71506,20454,71668,17917,10232,8514
748,5066,1529,1537,3867,2173,1891,5305,2846,2822,2327,399,1329,535,1228,503,7661,7629,2645,1694,5018,3783,5404,5088,11331,9978,4210,6929,2571,4140,2362,26865,22925,180581,71506,20454,71756,17970,10232,8514
749,5138,1516,1516,3857,2097,1873,5322,2839,2789,2267,375,1347,545,1211,509,7612,7705,2698,1723,4900,3761,5404,5025,11236,9897,4197,7025,2665,4226,2377,26890,22925,180567,71506,20454,71842,18025,10232,8514
750,5005,1525,1472,3931,2044,1867,5289,2863,2806,2272,392,1282,543,1286,487,7539,7807,2775,1718,4832,3718,5528,5009,11262,9734,4224,7055,2643,4271,2351,26865,22925,180580,71506,20454,71924,18081,10232,8514
751,5044,1547,1499,3834,2021,1841,5223,2890,2691,2397,405,1322,517,1232,497,7517,7842,2704,1717,4788,3838,5424,5024,11322,9736,4260,7015,2669,4272,2311,26901,22925,180556,71506,20454,72005,18123,10232,8514
752,5015,1547,1490,3795,1965,1936,5238,2810,2783,2304,397,1290,536,1269,501,7412,7825,2713,1729,4744,3857,5408,4988,11216,9876,4293,7042,2637,4272,2348,26874,22925,180610,71506,20454,72101,18167,10232,8514
753,4910,1567,1516,3848,2109,1947,5240,2895,2705,2366,368,1260,538,1240,487,7464,7846,2669,1730,4745,3799,5374,5001,11217,9846,4333,6981,2600,4256,2286,26886,22925,180541,71506,20454,72211,18211,10232,8514
754,5119,1555,1468,3842,1901,1914,5261,2794,2743,2236,375,1215,544,1242,508,7453,7700,2663,1746,4720,3836,5414,4974,11214,9829,4310,7010,2675,4326,2358,26866,22925,180617,71506,20454,72292,18272,10232,8514
755,4952,1527,1476,3800,2147,1939,5354,2842,2763,2228,348,1267,536,1258,498,7581,7810,2628,1797,4711,3718,5332,4983,11200,9779,4286,6996,2651,4207,2259,26896,22925,180523,71506,20454,72384,18316,10232,8514
756,5097,1519,1543,3756,1983,1914,5276,2822,2719,2316,357,1220,482,1239,518,7543,7667,2593,1766,4736,3727,5216,5044,11157,9884,4367,6999,2561,4263,2343,26873,22925,180649,71506,20454,72470,18373,10232,8514
757,4995,1523,1535,3760,2120,1883,5272,2831,2801,2243,379,1268,514,1250,501,7486,7797,2527,1743,4678,3810,5275,4950,11126,9904,4313,7056,2586,4165,2318,26886,22925,180507,71506,20454,72561,18429,10232,8514
758,5050,1564,1549,3742,1991,1847,5218,2858,2763,2333,386,1251,506,1307,493,7501,7729,2525,1746,4622,3734,5218,4932,11144,9906,4349,7041,2553,4138,2348,26875,22925,180647,71506,20454,72649,18477,10232,8514
759,5049,1526,1562,3704,2114,1822,5305,2815,2772,2210,397,1219,496,1264,518,7486,7795,2530,1747,4614,3802,5302,4954,10934,10085,4362,6951,2605,4063,2339,26878,22925,180507,71506,20454,72732,18533,10232,8514
760,5122,1546,1534,3694,1960,1854,5108,2830,2707,2214,401,1207,532,1269,528,7448,7790,2538,1725,4582,3736,5343,4925,11158,9907,4382,6974,2617,4086,2345,26877,22925,180661,71506,20454,72813,18579,10232,8514
761,4842,1523,1526,3700,2070,1872,5085,2829,2791,2272,380,1250,524,1307,513,7512,7844,2533,1731,4652,3675,5298,4956,11205,9910,4312,6944,2574,4087,2367,26887,22925,180496,71506,20454,72906,18633,10232,8514
762,5039,1496,1533,3698,1897,1885,4998,2873,2673,2238,384,1225,506,1335,494,7588,7678,2542,1733,4578,3710,5346,4896,11209,9998,4270,6881,2615,4148,2368,26865,22925,180633,71506,20454,73013,18675,10232,8514
763,4717,1483,1536,3704,2046,1867,5131,2845,2738,2328,391,1248,486,1335,507,7629,7697,2575,1724,4586,3689,5331,4957,11199,9934,4201,6837,2617,4141,2330,26892,22925,180527,71506,20454,73077,18729,10232,8514
764,4946,1448,1563,3689,1927,1897,5191,2916,2504,2238,371,1281,494,1307,509,7565,7661,2555,1770,4581,3662,5302,4985,11081,9900,4130,6980,2614,4178,2369,26864,22925,180633,71506,20454,73154,18783,10232,8514
765,4819,1462,1505,3711,2041,1811,5277,2803,2757,2284,370,1256,523,1307,512,7502,7859,2640,1746,4510,3653,5266,4933,10950,9829,4228,6954,2641,4100,2337,26886,22925,180528,71506,20454,73247,18815,10232,8514
766,5100,1478,1509,3730,1837,1915,5223,2791,2721,2181,374,1233,463,1271,515,7487,7750,2667,1733,4512,3692,5194,4942,10968,9867,4205,6915,2641,4107,2341,26870,22925,180648,71506,20454,73321,18875,10232,8514
767,4908,1474,1465,3786,2056,1856,5234,2797,2792,2259,369,1274,540,1315,501,7477,7815,2705,1721,4380,3639,5167,4985,10858,9904,4309,6825,2576,4140,2249,26881,22925,180502,71506,20454,73426,18905,10232,8514
768,5133,1448,1477,3775,1884,1877,5270,2830,2664,2276,394,1231,508,1278,526,7471,7673,2666,1701,4436,3705,5181,4898,10784,9843,4213,6895,2599,4224,2244,26866,22925,180663,71506,20454,73511,18960,10232,8514
769,4893,1476,1503,3776,2105,1929,5243,2822,2735,2268,373,1219,494,1243,551,7458,7654,2640,1680,4445,3687,5207,4932,10962,9768,4144,6944,2566,4199,2255,26880,22925,180494,71506,20454,73560,19013,10232,8514
770,5046,1442,1487,3676,1920,1774,5246,2830,2726,2248,392,1243,466,1280,544,7533,7590,2639,1700,4502,3659,5260,4833,10982,9785,4163,6935,2634,4098,2283,26868,22925,180660,71506,20454,73598,19090,10232,8514
771,4840,1452,1498,3739,2095,1742,5191,2801,2822,2288,377,1265,483,1296,492,7496,7693,2627,1701,4450,3698,5257,4804,10983,9806,4237,6907,2602,4049,2227,26891,22925,180499,71506,20454,73713,19125,10232,8514
772,5044,1467,1476,3672,1886,1942,5131,2809,2703,2284,370,1254,484,1299,482,7352,7522,2637,1672,4508,3746,5182,4796,10908,9919,4195,6941,2577,4143,2265,26867,22925,180663,71506,20454,73791,19173,10232,8514
773,4924,1425,1440,3682,2097,1849,5179,2855,2736,2230,355,1273,478,1267,505,7268,7684,2661,1724,4511,3781,5247,4830,10938,9829,4186,6947,2546,4013,2257,26884,22925,180488,71506,20454,73863,19222,10232,8514
774,4998,1471,1458,3694,1909,1841,5080,2823,2702,2308,364,1296,500,1275,507,7367,7579,2619,1668,4451,3784,5187,4828,11024,9771,4128,6924,2579,4045,2264,26863,22925,180665,71506,20454,73941,19275,10232,8514
775,4882,1460,1499,3716,2104,1833,5079,2815,2714,2230,370,1296,482,1301,489,7348,7631,2565,1640,4553,3707,5271,4809,10931,9881,4134,6874,2585,3996,2252,26899,22925,180496,71506,20454,74041,19319,10232,8514
776,5040,1467,1506,3696,1929,1922,5004,2762,2629,2201,355,1261,436,1301,492,7387,7576,2599,1646,4581,3720,5202,4755,10985,9820,4194,6738,2621,4054,2320,26874,22925,180660,71506,20454,74118,19365,10232,8514
777,4792,1482,1501,3655,2023,1871,5065,2828,2751,2309,359,1294,490,1298,474,7403,7707,2597,1609,4489,3663,5264,4708,10815,9810,4158,6856,2567,4082,2292,26883,22925,180498,71506,20454,74224,19413,10232,8514
778,4935,1461,1478,3658,1847,1799,5054,2865,2730,2228,366,1214,482,1336,465,7397,7520,2611,1617,4527,3639,5223,4773,10875,9752,4194,6870,2566,4108,2362,26864,22925,180652,71506,20454,74306,19470,10232,8514
779,4897,1445,1449,3641,2110,1790,5029,2767,2756,2139,354,1209,515,1305,464,7319,7606,2649,1627,4460,3693,5198,4832,10955,9621,4115,6975,2596,4153,2308,26888,22925,180491,71506,20454,74363,19539,10232,8514
780,5059,1443,1470,3558,1931,1808,5023,2740,2774,2215,368,1207,478,1278,470,7389,7567,2629,1607,4476,3721,5158,4788,10894,9693,4185,6881,2580,4075,2281,26864,22925,180646,71506,20454,74433,19583,10232,8514
781,4897,1445,1457,3549,2130,1818,5059,2794,2661,2185,351,1276,461,1242,471,7390,7645,2619,1576,4514,3720,5091,4902,10815,9719,4144,6899,2579,4044,2277,26901,22925,180512,71506,20454,74512,19631,10232,8514
782,5101,1405,1447,3648,2107,1857,5042,2799,3007,2302,340,1267,489,1242,467,7448,7652,2633,1636,4445,3705,5181,4831,10746,9760,4122,6923,2560,4031,2326,26868,22925,180641,71506,20454,74608,19677,10232,8514
783,5244,1434,1470,3717,2251,1889,5071,2905,3118,2459,347,1281,520,1204,494,7447,7760,2643,1601,4516,3646,5182,4885,10906,9615,4085,6931,2553,3972,2376,26887,22925,180512,71506,20454,74697,19722,10232,8514
784,5546,1471,1472,3804,2223,1869,4995,2951,3213,2449,355,1306,497,1253,479,7438,7589,2612,1551,4604,3665,5313,4873,11015,9692,4157,6896,2550,4007,2452,26864,22925,180653,71506,20454,74773,19780,10232,8514
785,5672,1500,1452,3888,2476,1823,5027,3027,3268,2514,347,1347,521,1218,460,7520,7689,2663,1559,4629,3645,5317,4861,11058,9635,4204,6886,2648,3991,2488,26887,22925,180489,71506,20454,74851,19834,10232,8514
786,5821,1472,1517,3902,2343,1952,4955,3041,3361,2677,339,1353,494,1239,444,7525,7640,2637,1602,4700,3606,5317,4989,11043,9727,4284,6855,2658,4031,2542,26873,22925,180667,71506,20454,74946,19869,10232,8514
787,6000,1478,1472,3974,2589,1942,5052,2991,3512,2618,338,1400,479,1192,462,7451,7797,2652,1654,4723,3635,5382,5006,11041,9703,4249,6971,2809,4015,2492,26884,22925,180523,71506,20454,75044,19918,10232,8514
788,6182,1483,1500,4027,2483,1940,5026,3187,3428,2729,348,1418,532,1201,493,7476,7841,2682,1661,4708,3681,5451,5008,10913,9737,4261,6995,2810,4105,2562,26868,22925,180641,71506,20454,75120,19978,10232,8514
789,6075,1547,1463,4143,2610,2051,5144,3186,3677,2689,368,1402,501,1192,498,7457,7811,2726,1615,4765,3672,5635,5019,10846,9888,4250,6993,2884,4147,2615,26883,22925,180525,71506,20454,75214,20011,10232,8514
790,6251,1577,1466,4062,2563,2055,5139,3315,3653,2774,349,1390,534,1229,495,7653,7826,2753,1643,4753,3659,5650,5177,10862,9911,4196,6987,2900,4139,2699,26874,22925,180632,71506,20454,75293,20070,10232,8514
791,6312,1553,1479,4141,2658,2084,5167,3347,3678,2854,371,1389,520,1222,510,7588,7984,2813,1632,4758,3718,5798,5092,10983,9799,4270,7020,2957,4172,2776,26879,22925,180514,71506,20454,75404,20114,10232,8514
792,6327,1564,1563,4181,2495,2098,5192,3361,3447,2688,382,1327,517,1235,516,7529,7924,2741,1650,4780,3761,5781,5255,11044,9866,4293,7017,2990,4105,2786,26868,22925,180623,71506,20454,75480,20170,10232,8514
793,5946,1564,1557,4263,2622,2071,5242,3337,3385,2662,395,1416,503,1240,504,7563,7944,2706,1643,4809,3703,5801,5308,11045,9940,4279,7022,3004,4150,2731,26875,22925,180522,71506,20454,75575,20229,10232,8514
794,5956,1554,1567,4130,2519,2076,5179,3376,3261,2576,373,1337,546,1262,508,7635,7914,2765,1647,4851,3634,5841,5406,11203,9899,4354,6949,2960,4115,2758,26870,22925,180611,71506,20454,75638,20286,10232,8514
795,5852,1513,1558,4132,2491,2120,5319,3342,3310,2581,401,1351,535,1265,492,7669,8012,2746,1657,4868,3653,5772,5408,11234,9810,4325,6954,2871,4104,2732,26889,22925,180510,71506,20454,75741,20339,10232,8514
796,5871,1500,1577,4105,2253,2041,5227,3311,3217,2603,386,1384,502,1227,510,7645,7959,2820,1652,4845,3787,5799,5407,11221,9930,4263,6992,2915,4154,2754,26865,22925,180657,71506,20454,75813,20364,10232,8514
797,5706,1503,1623,4133,2417,2063,5330,3265,3210,2662,386,1364,546,1249,518,7651,7925,2812,1656,4760,3791,5795,5293,11223,10053,4305,6984,2870,4129,2679,26880,22925,180507,71506,20454,75903,20365,10232,8514
798,5793,1517,1665,4029,2190,2055,5237,3193,3189,2731,384,1368,535,1273,489,7674,7909,2812,1717,4750,3731,5754,5316,11370,9995,4297,7071,2856,4109,2679,26869,22925,180649,71506,20454,75985,20365,10232,8514
799,5536,1553,1656,4053,2417,1996,5284,3256,3196,2541,392,1339,471,1324,471,7721,7969,2826,1699,4805,3737,5782,5458,11304,9989,4286,7013,2846,4135,2641,26890,22925,180523,71506,20454,76082,20365,10232,8514
800,5646,1548,1690,4089,2160,2071,5326,3246,3092,2554,378,1310,535,1314,472,7742,7794,2832,1723,4744,3785,5797,5368,11181,10169,4379,6923,2766,4175,2707,26866,22925,180625,71506,20454,76184,20365,10232,8514
801,5469,1595,1722,4081,2308,2013,5296,3204,3139,2520,359,1351,545,1269,490,7768,7891,2758,1735,4676,3808,5787,5374,11372,10020,4382,6970,2802,4189,2583,26886,22925,180530,71506,20454,76299,20365,10232,8514
