Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,978,3203,0,0,0,6701,1962,0,1083,0,0,0,0,939,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2462,0,0,1717,5625,226,0,480,11410,3557,0,1858,0,0,0,93,1605,80,0,117,0,1842,257,0,145,0,0,95,86,287,0,0,0,0,0,0,0,0,0,0
3,4187,8,6,2458,7727,578,11,1064,15952,5323,0,2698,11,0,0,213,2241,199,1,271,22,2618,650,55,366,15,14,243,214,671,0,11,22,12,0,0,0,0,52,0
4,5841,14,38,2222,6949,1042,27,1849,13391,5071,0,2406,34,1,0,377,1971,337,11,462,49,2348,1131,191,649,37,55,495,319,1089,0,41,86,58,3,0,0,0,171,0
5,5195,35,72,2162,6738,1356,56,2197,12410,5044,2,2419,75,6,0,533,1928,413,27,560,95,2354,1423,368,819,81,91,678,410,1326,3,92,182,111,9,0,3,0,344,0
6,4982,47,122,2052,6449,1608,104,2366,11500,5074,5,2355,115,12,0,624,1883,490,37,661,153,2371,1591,591,905,125,160,856,502,1479,13,166,303,186,19,0,10,0,553,0
7,4570,69,169,2005,6223,1804,163,2466,10868,4980,8,2307,163,18,1,746,1839,541,45,731,187,2477,1805,800,1038,173,238,928,542,1572,29,274,438,276,40,0,21,0,767,0
8,4332,87,207,1990,6041,1960,248,2462,10404,4909,9,2208,214,20,3,855,1798,564,70,805,230,2470,1937,991,1156,232,296,1000,579,1604,49,380,613,359,56,0,39,0,996,0
9,4282,109,226,1931,5922,2025,314,2443,9824,4880,14,2132,261,28,3,968,1799,616,70,867,279,2504,1988,1210,1190,301,353,1073,602,1621,75,516,774,453,76,0,54,0,1241,1
10,4086,125,256,1900,5746,2136,391,2390,9404,4905,14,2163,255,36,3,986,1824,610,76,938,367,2552,2065,1320,1344,343,430,1121,588,1602,110,631,960,555,105,0,67,0,1471,2
11,3959,131,295,1888,5606,2170,438,2366,9082,4785,14,2150,265,53,7,1061,1807,594,88,1000,404,2591,2178,1471,1496,380,489,1198,589,1594,161,753,1116,642,139,0,84,0,1679,6
12,3835,131,316,1878,5480,2230,497,2324,8688,4771,16,2127,312,61,7,1119,1809,628,106,1031,426,2668,2205,1628,1564,442,564,1237,622,1589,196,889,1288,713,178,0,108,0,1889,9
13,3695,150,331,1809,5314,2338,556,2262,8482,4763,19,2089,331,65,10,1215,1853,679,115,1059,453,2708,2239,1788,1620,499,622,1180,624,1649,242,1022,1430,801,208,0,133,0,2066,14
14,3575,181,349,1814,5192,2354,585,2126,8266,4761,16,2050,343,84,12,1290,1887,688,124,1115,469,2794,2248,1906,1761,506,700,1196,635,1565,307,1174,1599,899,239,0,159,0,2297,19
15,3614,182,369,1788,5075,2421,629,2104,7951,4686,15,1976,360,85,19,1378,1890,688,150,1186,505,2787,2303,2010,1829,559,733,1226,680,1508,363,1320,1760,994,283,0,184,0,2505,22
16,3559,204,381,3790,11712,2446,710,2050,22535,8904,20,4203,369,96,21,1414,3888,713,158,1184,551,5155,2324,2093,1898,597,819,1223,707,1497,436,1464,1914,1060,343,0,209,0,2695,26
17,8691,219,362,5345,16691,2922,787,2957,32626,12395,20,5961,386,99,26,1617,5380,895,186,1405,606,6886,2910,2195,2279,633,889,1426,891,2035,518,1617,2071,1130,388,0,246,0,2875,34
18,12299,236,430,4870,14740,3705,783,4330,27158,11530,22,5342,415,101,32,1965,4685,1104,201,1773,660,6162,3832,2421,2816,652,990,1785,1231,2772,602,1796,2291,1233,437,0,268,0,3135,43
19,10766,248,473,4757,14050,4173,946,4871,25016,11286,32,5214,512,123,32,2245,4570,1259,212,1942,746,6039,4299,2728,3108,727,1125,2014,1356,3189,676,2000,2584,1380,503,0,311,0,3538,45
20,10151,271,522,4542,13260,4505,1032,5069,23024,11037,32,5020,564,133,34,2419,4374,1334,243,2125,835,6101,4522,3120,3418,861,1257,2253,1464,3423,768,2210,2899,1566,569,0,338,0,3999,49
21,9508,311,593,4389,12673,4728,1163,5150,21374,10832,35,4831,629,138,34,2606,4280,1366,260,2295,947,5976,4771,3519,3575,990,1378,2365,1503,3498,875,2468,3261,1746,639,0,373,0,4453,59
22,8934,340,639,4264,12071,4850,1281,5100,19941,10696,44,4666,729,160,33,2709,4163,1431,266,2398,1075,6008,4884,3858,3782,1104,1513,2456,1541,3518,971,2737,3621,1930,713,0,417,1,4925,70
23,8634,401,663,4103,11556,4977,1395,4977,18615,10438,54,4533,807,196,32,2864,4146,1431,274,2494,1139,5903,4979,4158,3942,1159,1678,2567,1577,3453,1083,2999,3986,2116,798,0,470,1,5405,84
24,7933,405,700,3999,11186,5056,1545,4721,17690,10263,62,4420,816,230,39,2966,4094,1479,332,2567,1220,5842,4995,4412,4135,1269,1829,2629,1592,3374,1209,3314,4334,2305,892,0,511,1,5872,97
25,7829,407,718,3871,10662,5068,1678,4649,16531,9953,70,4225,805,236,50,3092,4124,1526,350,2696,1338,5862,5002,4635,4255,1353,1919,2690,1578,3278,1346,3618,4704,2472,990,0,564,2,6329,108
26,7165,462,736,3813,10342,5124,1737,4608,15596,9759,73,4144,841,243,50,3254,4102,1519,379,2752,1394,5784,5019,4856,4391,1456,1992,2702,1633,3199,1498,3905,5080,2649,1087,0,620,3,6738,126
27,7190,493,759,3738,9908,5244,1835,4362,14610,9505,78,4059,914,290,60,3385,4161,1479,405,2720,1423,5708,5017,5057,4416,1546,2048,2658,1644,3108,1636,4209,5433,2826,1190,0,672,6,7150,137
28,6706,510,773,3634,9631,5334,1922,4081,14080,9107,84,3979,918,316,62,3454,4135,1495,424,2764,1485,5629,5081,5211,4569,1621,2138,2655,1681,3064,1796,4489,5763,2991,1304,0,720,7,7550,164
29,6606,512,801,3570,9205,5181,2041,3868,13400,8913,86,3940,947,318,61,3493,4159,1498,435,2766,1563,5709,4984,5298,4620,1681,2295,2692,1736,2851,2000,4764,6096,3168,1426,0,787,8,7924,173
30,6363,500,857,3530,8799,5073,2113,3698,12784,8760,85,3789,992,321,74,3518,4234,1471,463,2791,1638,5633,5043,5403,4665,1766,2371,2674,1745,2767,2185,5069,6448,3335,1547,0,829,9,8292,189
31,18264,517,838,4506,3685,2524,2163,5524,3212,4741,94,1048,962,350,73,3991,4192,2094,481,3811,1663,6301,5989,5456,4797,2390,2410,4373,1820,4352,2372,5385,6770,3483,1660,0,898,9,8665,208
32,6733,564,934,4903,5432,2240,2203,4665,8699,4478,83,2080,1071,392,70,4248,4787,1923,551,3501,1752,7272,6073,5787,4880,2344,2639,4374,1803,4152,2648,5878,7256,3717,1780,0,964,10,9202,231
33,12210,645,978,4704,3032,2214,2294,5174,3591,3524,94,1310,1074,401,87,4423,4632,2048,541,3722,1854,7112,6224,5920,5117,2326,2872,4299,1844,4480,2915,6379,7679,3954,1904,0,1029,10,9698,253
34,6612,657,1046,4710,4006,2078,2377,4564,6037,3566,98,1726,1165,401,106,4542,4886,1973,582,3565,1897,7365,6260,6150,5163,2342,3024,4054,1916,3973,3195,6873,8120,4183,2046,0,1095,11,10185,266
35,9052,671,1083,4606,2811,2036,2406,4730,3492,3040,98,1284,1239,444,93,4636,4723,1983,614,3642,1966,7092,6253,6326,5328,2422,3135,3875,2018,3947,3427,7350,8544,4404,2184,0,1180,13,10620,296
36,6255,679,1104,4549,3113,1934,2519,4218,4625,3068,109,1446,1270,443,98,4718,4797,1934,605,3538,2006,7104,6185,6372,5523,2457,3310,3656,2090,3521,3674,7775,8998,4620,2336,0,1270,14,11070,308
37,7362,688,1127,4356,2554,1931,2589,4143,3322,2800,125,1243,1264,478,98,4741,4658,1913,608,3536,2039,6857,6112,6437,5708,2427,3450,3526,2128,3349,3964,8170,9412,4810,2494,0,1344,16,11455,325
38,5956,689,1094,4192,2647,1828,2609,3729,3834,2751,123,1276,1231,473,114,4830,4680,1921,633,3534,2077,6733,6096,6706,5706,2489,3450,3325,2098,3044,4260,8572,9841,4980,2677,0,1413,17,11832,347
39,6353,685,1093,3968,2306,1819,2626,3545,3174,2552,116,1215,1230,510,100,4810,4628,1924,661,3476,2177,6517,5950,6855,5762,2505,3501,3260,2124,2833,4554,8918,10254,5162,2830,0,1488,18,12191,365
40,5512,685,1087,3811,2325,1754,2673,3383,3178,2499,120,1221,1220,536,106,4852,4698,1858,692,3511,2163,6395,5723,6871,5811,2597,3458,3172,2149,2632,4861,9301,10635,5321,2992,0,1570,19,12519,393
41,5511,690,1088,3722,2151,1667,2771,3157,2886,2389,145,1199,1193,521,137,4767,4742,1803,666,3508,2238,6239,5601,6865,5791,2587,3498,2987,2161,2530,5149,9672,10977,5446,3156,0,1661,20,12845,415
42,5087,719,1078,3570,2141,1617,2850,3023,2783,2279,134,1168,1189,552,132,4798,4777,1726,686,3495,2224,5943,5500,6905,5834,2563,3603,2890,2128,2390,5428,10007,11332,5591,3303,0,1742,23,13143,446
43,5058,721,1053,3485,1922,1518,2807,2838,2719,2274,157,1032,1158,538,142,4779,4631,1750,671,3448,2350,5747,5311,6912,6007,2559,3599,2792,2134,2285,5717,10324,11676,5716,3447,0,1820,24,13443,483
44,4752,707,1042,3414,1856,1480,2843,2755,2606,2163,164,1031,1170,563,152,4713,4667,1704,670,3403,2359,5554,5233,6909,5961,2500,3670,2668,2120,2155,6022,10662,12035,5833,3609,1,1895,26,13712,516
45,4667,696,994,3301,1831,1470,2845,2673,2463,2018,162,1034,1185,579,147,4683,4603,1673,727,3344,2329,5486,5042,6848,6103,2467,3645,2572,2075,2005,6322,10964,12359,5949,3763,1,1974,27,13975,542
46,4442,696,1000,3200,1738,1380,2870,2567,2476,2002,162,966,1198,588,149,4696,4588,1591,724,3347,2311,5427,4879,6909,6060,2464,3598,2460,2006,1914,6621,11263,12673,6040,3942,1,2038,31,14205,569
47,4360,679,1009,3134,1664,1401,2860,2579,2287,1981,170,987,1230,604,154,4674,4511,1549,695,3229,2303,5242,4701,6858,6104,2449,3598,2319,2115,1813,6910,11543,12958,6131,4099,2,2119,33,14397,588
48,4166,686,992,2980,1556,1379,2914,2520,2275,1869,165,958,1223,626,157,4642,4474,1531,676,3227,2298,5086,4645,6864,6032,2448,3590,2295,2130,1742,7180,11779,13254,6226,4261,2,2193,37,14606,603
49,3992,687,970,2905,1628,1383,2880,2426,2133,1845,160,985,1221,592,173,4554,4469,1552,675,3163,2313,4930,4499,6956,5892,2468,3585,2158,2171,1636,7488,12044,13546,6318,4402,3,2241,41,14821,630
50,3891,699,924,2905,1484,1301,2865,2329,2093,1752,162,858,1188,607,166,4554,4475,1588,674,3186,2219,4795,4440,6928,5812,2444,3638,2092,2188,1613,7798,12308,13814,6405,4535,3,2322,42,15029,657
51,3740,729,916,2833,1414,1200,2911,2286,2103,1710,150,922,1154,618,174,4506,4444,1502,657,3144,2225,4717,4363,6690,5864,2400,3633,2051,2178,1574,8082,12518,14120,6484,4679,3,2394,42,15222,679
52,3722,709,854,2805,1359,1156,2826,2193,1998,1597,137,845,1166,625,176,4486,4414,1527,680,3119,2179,4601,4286,6711,5848,2415,3545,2026,2209,1545,8360,12747,14394,6551,4829,3,2454,45,15429,708
53,3608,672,859,2706,1396,1212,2868,2109,1980,1527,137,884,1143,635,174,4485,4369,1462,699,3074,2130,4466,4209,6560,5892,2354,3518,1890,2189,1449,8645,12989,14686,6624,4996,3,2513,47,15642,726
54,3607,700,874,2682,1290,1185,2871,2098,1862,1552,130,845,1131,621,173,4387,4295,1359,716,2989,2124,4434,4019,6512,5888,2319,3535,1820,2158,1449,8942,13209,14952,6694,5130,3,2593,47,15833,747
55,3438,690,837,2633,1384,1074,2841,2008,1929,1555,131,867,1139,654,159,4346,4311,1349,678,2983,2060,4301,3943,6518,5786,2302,3459,1779,2124,1357,9236,13408,15198,6777,5279,3,2652,50,16015,770
56,3512,660,787,2607,1284,1117,2868,1987,1767,1519,136,875,1113,607,170,4311,4195,1383,679,2834,2111,4111,3873,6509,5753,2267,3383,1762,2107,1342,9553,13600,15469,6854,5417,3,2708,53,16197,788
57,3281,640,755,2558,1241,1170,2836,1919,1866,1574,143,787,1060,604,164,4244,4234,1400,648,2928,2033,3964,3826,6466,5678,2270,3360,1730,2041,1318,9816,13755,15718,6915,5554,3,2777,53,16374,816
58,3276,641,763,2473,1220,1124,2807,1889,1800,1456,137,813,1057,578,175,4138,4212,1327,665,2902,2040,3905,3688,6417,5699,2239,3366,1718,2018,1267,10091,13944,15972,6979,5670,3,2842,57,16560,839
59,3165,673,768,2392,1177,1068,2802,1897,1701,1438,133,832,1061,589,171,4181,4103,1221,641,2931,1953,3861,3552,6416,5677,2219,3298,1699,2037,1271,10355,14128,16215,7044,5799,3,2897,62,16720,865
60,3093,666,736,2377,1156,1073,2772,1921,1677,1375,147,770,1038,580,160,4118,4070,1207,622,2868,2020,3728,3464,6411,5594,2216,3213,1692,2037,1229,10618,14302,16472,7116,5938,4,2953,67,16877,886
61,3047,660,716,2372,1115,957,2724,1851,1632,1305,141,733,1052,561,153,4082,4054,1228,602,2793,2008,3756,3382,6448,5488,2159,3199,1689,2003,1204,10906,14466,16720,7172,6066,4,3003,70,17068,922
62,2983,659,706,2327,1193,1048,2661,1804,1609,1262,150,776,1049,556,165,4057,4000,1192,583,2699,1979,3665,3305,6394,5520,2096,3126,1610,1981,1164,11151,14625,16936,7235,6212,4,3049,73,17205,950
63,3046,628,687,2291,1068,1015,2662,1729,1624,1296,143,720,1013,579,162,3964,3854,1196,592,2738,1946,3519,3269,6304,5579,2074,3085,1564,1996,1172,11420,14802,17176,7274,6338,4,3081,79,17353,965
64,2875,647,711,2224,1114,1004,2725,1720,1596,1304,125,773,949,571,160,3942,3847,1117,594,2752,1866,3490,3266,6171,5485,2083,2998,1517,1973,1122,11686,14967,17424,7326,6460,4,3130,81,17474,982
65,2943,647,702,2194,1084,943,2705,1693,1522,1308,130,728,984,539,158,3845,3847,1127,589,2647,1897,3421,3173,6129,5383,2013,3009,1478,1992,1150,11930,15147,17616,7374,6575,4,3173,83,17614,1007
66,2824,625,683,2169,1124,927,2611,1648,1564,1288,123,708,980,544,159,3791,3789,1161,569,2596,1866,3360,3147,6068,5364,1964,2997,1448,1999,1114,12166,15331,17836,7420,6687,4,3228,86,17751,1032
67,2822,658,677,2179,1084,941,2589,1635,1467,1239,121,650,1007,531,170,3783,3751,1140,538,2534,1818,3250,3061,5957,5368,1975,2925,1429,2019,1139,12386,15498,18053,7469,6804,4,3278,87,17906,1057
68,2633,612,649,2132,1055,892,2602,1634,1422,1265,128,660,984,515,174,3753,3776,1141,531,2470,1805,3222,3029,5910,5263,1921,2946,1413,1954,1121,12609,15658,18265,7528,6940,4,3317,93,18049,1084
69,2710,628,662,2093,1021,850,2540,1609,1410,1217,132,611,931,512,170,3654,3757,1090,519,2510,1796,3220,2940,5830,5212,1917,2875,1412,1924,1045,12844,15810,18494,7585,7050,5,3360,97,18171,1106
70,2638,608,647,2051,1023,894,2594,1577,1398,1157,134,701,911,526,155,3654,3697,1011,514,2441,1764,3109,2875,5761,5114,1922,2767,1406,1892,995,13071,15944,18742,7634,7169,5,3420,99,18328,1131
71,2539,595,635,2044,963,842,2519,1563,1376,1107,124,586,912,504,164,3571,3695,1018,509,2441,1744,3093,2875,5698,5068,1875,2785,1363,1900,1044,13296,16082,18932,7690,7275,5,3464,100,18467,1161
72,2507,562,607,1989,912,862,2492,1570,1347,1048,122,601,919,515,163,3491,3721,993,527,2411,1735,2975,2834,5661,4998,1869,2705,1325,1846,1058,13512,16223,19144,7734,7386,5,3519,102,18590,1189
73,2411,528,589,1928,945,851,2475,1545,1356,1109,130,636,880,504,141,3463,3657,981,538,2399,1689,2921,2735,5614,4939,1796,2748,1267,1841,1001,13709,16342,19365,7779,7504,5,3563,103,18719,1208
74,2480,525,599,1868,887,808,2412,1549,1265,1049,132,642,885,496,147,3419,3542,1001,522,2297,1650,2856,2732,5589,4914,1798,2695,1264,1821,962,13937,16487,19592,7841,7596,5,3600,105,18854,1236
75,2357,540,566,1889,931,812,2390,1506,1300,1030,134,584,865,468,134,3287,3539,1020,507,2284,1639,2769,2707,5533,4848,1745,2686,1264,1770,949,14186,16605,19785,7881,7691,7,3637,109,18992,1258
76,2345,553,561,1830,933,804,2331,1535,1205,1077,127,636,836,481,123,3251,3483,990,469,2245,1617,2739,2573,5488,4854,1760,2581,1244,1756,920,14382,16730,19985,7940,7792,7,3684,110,19090,1282
77,2323,518,575,1802,902,771,2338,1442,1281,1027,104,546,803,471,152,3194,3445,970,500,2253,1605,2664,2588,5306,4905,1721,2574,1225,1735,885,14571,16846,20183,7979,7907,7,3725,113,19235,1303
78,2313,520,575,1812,836,726,2355,1421,1222,1019,95,575,793,435,146,3104,3485,954,508,2201,1620,2573,2576,5239,4801,1664,2583,1218,1654,862,14792,16987,20380,8028,7992,7,3767,115,19364,1322
79,2214,493,529,1795,877,716,2310,1367,1279,931,85,582,755,447,132,3066,3460,960,512,2201,1581,2641,2440,5243,4682,1609,2597,1165,1667,851,14962,17126,20553,8075,8113,7,3807,115,19492,1347
80,2254,505,500,1757,810,707,2347,1385,1194,960,99,571,769,453,128,3079,3409,956,487,2190,1524,2595,2379,5077,4654,1636,2507,1146,1686,848,15149,17220,20727,8100,8198,7,3849,118,19582,1367
81,2244,503,521,1712,837,795,2332,1328,1254,969,106,567,784,427,131,3083,3321,921,481,2130,1498,2543,2344,5122,4505,1568,2491,1157,1754,844,15337,17311,20899,8143,8274,8,3877,122,19698,1388
82,2302,493,526,1732,860,751,2309,1362,1209,965,111,538,794,441,125,3031,3354,923,469,2061,1473,2517,2316,5091,4439,1557,2456,1096,1711,850,15517,17461,21083,8180,8355,8,3911,124,19820,1408
83,2216,488,547,1710,891,782,2230,1361,1234,968,120,611,751,421,130,3010,3225,882,463,2035,1428,2550,2289,4998,4489,1518,2428,1082,1779,842,15720,17579,21259,8228,8451,8,3935,133,19917,1421
84,2368,473,531,1697,792,659,2212,1389,1237,1000,115,547,744,438,124,2969,3196,891,463,2045,1440,2504,2291,4895,4464,1541,2387,1116,1732,858,15879,17705,21462,8257,8534,8,3981,134,20014,1437
85,2216,502,510,1677,892,733,2242,1375,1340,985,114,543,761,435,134,2910,3144,881,454,1938,1452,2534,2199,4828,4443,1529,2328,1150,1655,865,16053,17797,21673,8281,8612,8,4022,137,20125,1452
86,2304,484,515,1677,866,660,2214,1418,1193,995,113,515,741,445,131,2926,3184,874,447,1930,1418,2511,2203,4766,4354,1520,2295,1175,1623,893,16234,17907,21858,8321,8718,8,4047,141,20234,1471
87,2254,485,542,1635,898,703,2246,1382,1285,963,96,534,724,449,115,2871,3118,856,447,1916,1385,2505,2144,4668,4324,1532,2245,1187,1624,887,16416,18017,22043,8369,8808,8,4071,144,20342,1491
88,2292,487,525,1636,897,675,2143,1373,1237,1025,93,517,734,420,127,2799,3102,822,443,1855,1433,2466,2204,4780,4159,1532,2166,1161,1640,875,16603,18140,22216,8403,8909,8,4115,146,20461,1510
89,2269,454,505,1578,933,738,2105,1378,1237,936,95,508,743,414,126,2734,3097,798,428,1871,1414,2453,2220,4734,4182,1475,2239,1174,1539,871,16751,18263,22405,8440,9018,9,4148,150,20566,1531
90,2262,487,482,1598,858,677,2054,1334,1234,994,112,541,714,401,124,2707,3026,768,376,1932,1390,2427,2215,4643,4233,1461,2179,1172,1581,906,16913,18384,22549,8477,9100,9,4183,154,20681,1558
91,2206,448,479,1572,900,770,2074,1303,1227,997,92,510,709,407,134,2606,3015,791,422,1909,1340,2360,2205,4638,4136,1445,2249,1149,1545,866,17074,18481,22731,8523,9187,9,4218,158,20804,1574
92,2262,449,477,1605,769,687,2048,1296,1251,1002,91,518,721,419,125,2630,2966,780,396,1888,1272,2364,2242,4588,4111,1433,2228,1169,1503,878,17241,18578,22909,8557,9262,9,4249,164,20901,1592
93,2248,458,477,1575,898,703,2076,1253,1245,895,80,498,716,399,123,2634,2940,770,405,1879,1267,2388,2193,4495,4064,1412,2207,1152,1507,863,17396,18698,23074,8585,9340,9,4273,172,21015,1615
94,2270,438,480,1560,881,688,2007,1279,1185,981,72,487,708,392,130,2573,2922,810,400,1816,1301,2404,2098,4456,4071,1442,2157,1115,1474,861,17544,18831,23254,8631,9421,9,4303,176,21107,1630
95,2118,424,478,1553,942,717,2009,1297,1156,947,71,525,681,390,133,2549,2898,796,393,1784,1317,2358,2167,4455,4003,1426,2098,1098,1469,885,17715,18939,23395,8665,9507,10,4335,176,21204,1648
96,2197,425,508,1585,848,678,2003,1329,1151,1036,74,462,665,395,122,2509,2929,755,398,1804,1318,2321,2123,4430,3933,1411,2059,1114,1386,874,17864,19029,23565,8712,9565,10,4372,180,21301,1658
97,2071,428,492,1610,874,714,1959,1307,1203,935,86,502,683,402,121,2513,2908,759,382,1702,1274,2210,2187,4410,3854,1449,1999,1132,1442,884,17997,19155,23716,8762,9644,10,4407,183,21417,1682
98,2152,417,475,1576,837,615,1940,1290,1136,931,91,516,686,396,111,2567,2867,781,382,1689,1220,2217,2148,4281,3903,1409,1982,1162,1480,874,18161,19278,23899,8794,9720,10,4433,189,21520,1697
99,2127,391,459,1539,836,690,1915,1262,1204,880,99,497,640,395,101,2497,2763,811,389,1705,1242,2213,2124,4239,3926,1378,1994,1135,1509,889,18296,19388,24042,8826,9790,10,4470,191,21633,1704
100,2128,383,479,1502,831,622,1893,1307,1200,934,85,477,610,389,98,2477,2765,793,411,1721,1237,2215,2046,4213,3875,1350,1994,1122,1508,877,18451,19497,24195,8870,9855,10,4509,194,21722,1721
101,2160,408,468,1471,835,672,1872,1255,1231,886,92,490,624,389,103,2438,2813,778,381,1707,1243,2133,2062,4129,3870,1380,1957,1114,1450,858,18584,19588,24364,8908,9909,10,4544,196,21820,1741
102,2143,403,441,1455,809,719,1816,1307,1147,926,83,482,609,382,115,2406,2769,804,388,1696,1218,2128,2048,4171,3833,1354,1949,1080,1411,865,18733,19689,24528,8941,9983,12,4578,203,21924,1752
103,2081,420,419,1504,832,648,1728,1350,1156,902,83,473,614,378,109,2420,2715,804,378,1681,1196,2117,1993,4185,3841,1348,1910,1084,1431,865,18881,19777,24703,8972,10057,12,4613,207,22014,1766
104,2088,370,428,1435,749,638,1730,1256,1210,915,84,522,566,369,115,2436,2778,805,393,1702,1153,2093,1986,4211,3720,1342,1858,1072,1388,890,19056,19895,24876,9002,10135,12,4639,211,22124,1782
105,2045,395,438,1466,805,648,1750,1259,1183,849,91,473,557,377,115,2310,2757,794,377,1686,1182,2136,1995,4121,3673,1334,1875,1082,1403,873,19207,19997,25018,9038,10199,12,4662,215,22205,1799
106,2039,394,423,1465,814,605,1718,1298,1146,887,89,469,566,369,120,2317,2675,775,383,1616,1156,2134,2014,4089,3663,1347,1881,1044,1413,869,19338,20100,25178,9070,10273,12,4703,219,22283,1814
107,2064,378,434,1469,803,618,1777,1297,1094,855,92,488,580,392,102,2261,2656,748,372,1610,1129,2146,1988,4075,3585,1295,1901,1025,1400,839,19491,20195,25342,9112,10344,13,4728,226,22387,1824
108,3285,393,418,1897,1773,803,1757,1438,2624,1664,90,714,578,372,98,2396,2870,920,364,1767,1160,2557,2110,4007,3560,1355,1890,1377,1366,936,19656,20285,25497,9143,10412,13,4752,230,22488,1841
109,4101,410,458,2009,1335,855,1783,1777,1855,1461,95,616,600,372,98,2459,2887,941,326,1837,1130,2638,2201,3994,3570,1306,1917,1469,1371,1145,19808,20418,25640,9192,10485,14,4786,232,22569,1855
110,3245,439,485,2073,1486,825,1796,1817,2223,1398,92,739,626,363,102,2490,2880,923,341,1833,1135,2757,2307,3994,3623,1303,1954,1535,1392,1242,19953,20559,25794,9243,10544,14,4816,235,22722,1876
111,3651,443,519,2104,1285,840,1768,1916,1861,1459,98,667,642,339,89,2564,2879,915,331,1862,1153,2757,2421,3996,3655,1310,1955,1539,1408,1312,20117,20727,25968,9303,10620,15,4839,240,22875,1891
112,3194,435,509,2050,1302,910,1727,1826,1936,1360,90,633,649,340,85,2605,2921,935,353,1877,1138,2820,2471,4098,3593,1329,1938,1506,1415,1295,20263,20876,26139,9361,10719,15,4873,250,23044,1908
113,3183,438,508,2008,1194,874,1763,1855,1768,1269,87,634,645,319,91,2591,2956,904,358,1888,1159,2780,2516,4021,3594,1374,1947,1474,1443,1307,20419,21046,26302,9420,10791,16,4914,251,23213,1923
114,2981,447,464,1935,1216,826,1728,1797,1753,1172,88,584,649,334,86,2632,2939,940,350,1921,1128,2822,2478,4088,3612,1388,1968,1493,1420,1311,20559,21206,26515,9471,10867,16,4950,254,23374,1936
115,2821,428,471,1832,1138,821,1754,1721,1624,1184,78,618,669,342,87,2678,2908,916,372,1876,1132,2787,2500,4039,3632,1434,1922,1463,1445,1317,20706,21353,26667,9526,10957,16,4980,260,23533,1944
116,2813,427,457,1764,1144,831,1693,1704,1490,1119,93,552,677,319,93,2618,2879,916,375,1860,1180,2710,2490,4091,3652,1363,2001,1396,1439,1295,20864,21513,26860,9577,11037,16,5011,266,23663,1956
117,2615,393,458,1740,1062,752,1689,1559,1485,1164,78,581,677,304,93,2631,2891,894,408,1836,1179,2732,2485,4072,3608,1381,1972,1387,1445,1263,21015,21646,27065,9646,11133,17,5045,268,23821,1967
118,2634,427,481,1715,996,746,1691,1542,1374,1077,81,564,683,306,96,2653,2900,856,365,1872,1198,2674,2458,4091,3578,1414,1902,1332,1414,1193,21152,21816,27252,9707,11191,17,5060,272,23946,1984
119,2442,388,482,1704,1010,773,1726,1492,1353,1039,69,564,675,309,99,2580,2941,882,383,1857,1209,2603,2433,4030,3569,1401,1931,1274,1371,1171,21308,21971,27417,9774,11273,17,5086,277,24085,1995
120,2394,376,522,1708,929,726,1736,1468,1338,1042,75,542,683,335,90,2559,2850,851,389,1813,1226,2645,2392,3933,3633,1406,1889,1305,1394,1072,21448,22083,27594,9833,11340,17,5109,281,24181,2009
121,2430,409,502,1675,914,754,1732,1426,1300,974,75,560,674,343,97,2546,2740,825,362,1802,1203,2574,2331,3971,3674,1425,1883,1235,1374,1011,21584,22212,27779,9871,11407,17,5142,283,24290,2017
122,2448,411,486,1680,1000,743,1757,1447,1384,1077,78,521,668,351,87,2538,2721,861,363,1854,1178,2588,2284,3948,3611,1395,1908,1268,1365,973,21737,22349,27946,9919,11482,17,5184,283,24405,2030
123,2525,394,464,1659,963,790,1742,1480,1423,1110,83,591,654,358,94,2560,2741,852,382,1861,1133,2616,2263,3978,3544,1316,1922,1249,1367,1043,21908,22482,28101,9953,11573,17,5217,289,24525,2045
124,2531,393,423,1694,1014,755,1732,1460,1420,1153,85,577,677,373,91,2532,2746,896,394,1850,1160,2596,2316,3958,3548,1347,1924,1281,1355,1042,22036,22599,28287,10004,11654,18,5251,293,24663,2061
125,2582,419,467,1740,1045,800,1767,1488,1452,1150,82,575,673,386,76,2573,2744,863,388,1844,1156,2623,2359,3910,3543,1338,1896,1279,1318,1039,22172,22729,28452,10064,11696,18,5284,294,24752,2075
126,2473,432,478,1752,986,738,1719,1495,1337,1074,82,513,692,350,100,2536,2680,857,392,1817,1147,2569,2328,3887,3539,1355,1876,1273,1369,1026,22334,22843,28598,10108,11757,18,5323,298,24869,2091
