Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
257,4254,849,1044,3164,1681,1401,2617,2458,2297,1877,152,943,1261,655,155,4760,4273,1636,674,3366,2325,5236,4518,6208,5551,2651,3722,2327,2040,1849,39140,40002,47426,16664,20258,82,9453,1002,40164,3374
258,4032,864,1031,3093,1654,1420,2577,2474,2236,1793,149,915,1231,666,153,4727,4343,1575,639,3417,2295,5054,4411,6257,5508,2602,3730,2281,2026,1823,39435,40241,47687,16720,20396,82,9523,1010,40356,3396
259,4106,851,990,2973,1580,1301,2657,2431,2148,1845,137,885,1258,661,167,4844,4261,1554,674,3310,2253,4888,4317,6203,5453,2520,3709,2204,2042,1804,39741,40460,47913,16811,20553,82,9592,1014,40527,3416
260,3818,829,967,2880,1500,1323,2643,2371,2192,1700,133,918,1202,671,171,4682,4299,1500,676,3332,2249,4690,4291,6186,5426,2510,3716,2101,2018,1729,40030,40692,48158,16895,20725,83,9656,1022,40709,3442
261,3832,768,939,2782,1511,1130,2630,2327,1934,1651,128,897,1181,657,205,4632,4310,1523,696,3281,2281,4624,4207,6150,5387,2494,3656,2063,2072,1631,40273,40896,48396,16977,20854,84,9715,1031,40867,3463
262,3522,753,952,2781,1391,1247,2592,2196,1939,1586,128,921,1195,669,201,4576,4254,1487,672,3171,2275,4408,4168,6201,5361,2423,3638,1990,2095,1611,40551,41062,48644,17045,21001,84,9767,1038,41054,3486
263,3597,760,916,2733,1359,1168,2625,2132,1808,1634,134,864,1160,661,195,4432,4156,1502,636,3131,2315,4392,4037,6078,5462,2432,3596,1968,2105,1512,40835,41254,48891,17132,21125,85,9825,1045,41225,3496
264,3471,714,896,2626,1344,1228,2568,2052,1919,1590,128,876,1172,671,197,4481,4103,1453,668,3003,2200,4279,3895,6096,5405,2408,3585,1897,2129,1507,41088,41445,49120,17185,21273,88,9894,1051,41381,3507
265,3533,732,875,2589,1373,1166,2562,2012,1826,1528,141,803,1130,688,207,4428,4107,1440,639,2980,2113,4106,3841,5992,5418,2420,3583,1921,2105,1429,41343,41587,49361,17275,21393,88,9953,1059,41501,3526
266,3328,723,857,2609,1346,1106,2511,2011,1814,1497,128,821,1100,658,212,4390,4081,1420,647,2901,2120,4057,3695,6033,5344,2431,3533,1861,2121,1374,41622,41776,49591,17334,21530,88,10005,1071,41660,3547
267,3350,717,826,2546,1313,1076,2539,1969,1798,1390,134,811,1097,655,183,4320,3968,1373,657,2843,2065,4001,3637,5945,5375,2339,3562,1826,2099,1377,41911,41949,49806,17399,21662,88,10064,1076,41788,3572
268,3216,732,845,2450,1206,1111,2514,1968,1773,1374,137,808,1077,669,167,4263,3962,1321,616,2804,2056,3894,3547,5906,5324,2315,3562,1797,2095,1416,42161,42116,50024,17449,21797,88,10114,1080,41914,3591
269,3103,699,823,2416,1245,1103,2547,1947,1678,1416,136,779,1083,641,182,4175,3933,1345,616,2775,1991,3838,3419,5958,5246,2353,3490,1693,2051,1369,42422,42285,50233,17505,21922,88,10152,1087,42056,3612
270,3076,696,819,2375,1183,1042,2511,1937,1632,1354,150,759,1053,626,173,4181,3875,1321,598,2762,1994,3699,3369,5920,5289,2355,3387,1699,2025,1355,42668,42452,50430,17551,22051,91,10196,1092,42184,3635
271,3035,685,835,2347,1150,983,2517,1883,1666,1303,154,792,1070,609,170,4092,3846,1243,578,2705,2000,3614,3340,5852,5279,2329,3328,1668,2011,1319,42933,42589,50628,17612,22154,91,10252,1097,42308,3651
272,2939,675,795,2349,1127,939,2550,1831,1657,1241,133,735,1037,614,160,4042,3844,1258,588,2717,1966,3588,3280,5811,5186,2281,3270,1621,2011,1310,43162,42736,50832,17688,22282,93,10312,1105,42438,3668
273,3144,654,769,2339,1240,1014,2543,1876,1800,1429,141,743,1009,582,171,3948,3899,1286,582,2753,1985,3497,3296,5749,5138,2271,3244,1653,1979,1334,43432,42898,51046,17731,22400,94,10366,1116,42568,3689
274,3119,655,741,2307,1208,1022,2576,1903,1688,1315,142,780,1039,586,163,3980,3799,1207,589,2666,1978,3485,3237,5635,5204,2183,3185,1583,1979,1305,43646,43056,51251,17788,22532,94,10419,1127,42706,3705
275,3066,668,739,2265,1174,973,2513,1878,1645,1329,130,684,1018,560,156,3915,3743,1191,584,2708,1974,3473,3173,5690,5155,2169,3144,1563,1988,1271,43904,43174,51431,17837,22629,94,10474,1129,42827,3720
276,2985,652,704,2256,1110,960,2433,1841,1625,1283,131,720,1073,572,158,3917,3711,1182,558,2588,1944,3434,3083,5683,5128,2137,3069,1589,1956,1272,44109,43315,51675,17887,22734,93,10533,1135,42961,3737
277,2871,644,676,2187,1083,962,2448,1807,1572,1265,113,683,1031,581,163,3902,3738,1153,586,2587,1897,3395,3087,5623,5074,2043,3034,1545,1933,1236,44370,43460,51870,17930,22861,92,10578,1144,43128,3756
278,2900,653,696,2181,1065,925,2420,1784,1451,1307,132,733,1001,559,169,3767,3690,1097,532,2554,1905,3375,2992,5596,5039,1993,3034,1532,1935,1161,44596,43604,52078,17977,22964,92,10620,1150,43251,3773
279,2725,634,648,2133,1064,914,2433,1675,1527,1222,115,720,1001,547,170,3668,3679,1105,555,2519,1910,3251,3028,5563,4997,2012,3024,1537,1922,1141,44791,43758,52259,18027,23062,92,10682,1159,43399,3790
280,2760,600,641,2091,1047,866,2421,1675,1436,1206,118,668,987,546,164,3668,3675,1112,561,2500,1885,3080,3024,5488,4998,2063,2940,1514,1875,1132,44998,43901,52458,18066,23168,91,10725,1167,43521,3797
281,2629,594,652,2023,1040,905,2415,1639,1430,1229,118,658,974,538,169,3615,3658,1082,562,2441,1848,3025,2877,5431,4945,2035,2877,1481,1920,1070,45238,44045,52667,18111,23266,92,10762,1175,43638,3813
282,2593,605,639,1936,993,897,2332,1674,1327,1187,130,650,905,527,163,3591,3673,1080,541,2468,1841,2982,2806,5450,4893,1958,2885,1451,1880,1095,45465,44155,52818,18150,23359,92,10802,1187,43734,3827
283,2513,577,643,1909,993,872,2331,1646,1350,1080,124,641,917,550,161,3643,3618,1037,545,2410,1791,2897,2739,5378,4858,1898,2828,1428,1873,1097,45670,44285,53005,18197,23466,94,10852,1188,43842,3849
284,2416,583,641,1909,942,883,2364,1631,1321,1059,121,632,937,546,162,3553,3597,1017,536,2294,1819,2827,2708,5357,4716,1924,2748,1405,1826,1068,45862,44404,53197,18249,23570,95,10902,1193,43946,3870
285,2389,566,670,1909,879,794,2342,1583,1283,1071,131,573,915,546,161,3505,3493,966,519,2308,1768,2803,2670,5336,4719,1844,2768,1405,1825,1031,46059,44529,53359,18296,23670,97,10936,1199,44057,3891
286,2347,552,635,1857,882,792,2285,1536,1302,1037,129,567,931,522,172,3500,3442,984,496,2243,1720,2695,2655,5333,4708,1804,2735,1326,1792,990,46269,44659,53550,18336,23760,97,10993,1205,44158,3904
287,2287,519,631,1813,855,751,2295,1554,1273,993,122,583,923,518,179,3376,3344,972,504,2227,1702,2783,2536,5203,4739,1808,2702,1321,1766,966,46448,44780,53750,18363,23852,97,11032,1217,44224,3927
288,2259,533,597,1794,790,772,2299,1523,1189,982,113,581,908,521,161,3316,3315,947,509,2192,1698,2770,2499,5151,4702,1725,2672,1330,1744,947,46655,44866,53905,18390,23927,98,11084,1224,44335,3938
289,2171,532,561,1749,812,791,2297,1447,1235,1002,109,573,880,488,166,3300,3311,958,491,2165,1651,2687,2433,5138,4610,1708,2651,1266,1696,950,46833,44990,54053,18413,24003,98,11122,1234,44450,3963
290,2228,534,557,1739,851,743,2269,1436,1132,977,105,530,865,482,158,3238,3293,944,496,2111,1630,2610,2384,5004,4613,1724,2591,1265,1717,889,47014,45103,54237,18445,24074,100,11161,1242,44545,3977
291,2171,533,549,1687,827,767,2311,1406,1205,929,105,524,813,497,164,3191,3284,938,490,2182,1568,2561,2322,4906,4592,1703,2530,1277,1676,912,47202,45201,54386,18467,24141,100,11204,1246,44639,3994
292,2240,542,567,1664,822,727,2309,1412,1096,954,108,570,797,499,162,3168,3216,911,475,2134,1533,2484,2326,4892,4543,1663,2510,1252,1648,924,47376,45313,54537,18492,24210,101,11227,1255,44717,4011
293,2077,514,586,1619,835,755,2263,1393,1150,1002,119,531,838,487,159,3055,3192,895,465,2070,1553,2448,2270,4911,4453,1689,2482,1251,1674,912,47532,45412,54687,18530,24294,102,11262,1263,44816,4028
294,2155,496,569,1588,795,711,2162,1364,1124,947,122,540,786,505,150,3025,3196,890,457,2091,1486,2392,2321,4869,4398,1675,2449,1249,1695,905,47717,45508,54831,18579,24380,103,11296,1269,44919,4047
295,2089,503,569,1594,825,690,2089,1403,1130,885,114,506,775,510,142,2950,3172,865,454,2059,1472,2401,2273,4870,4302,1636,2494,1270,1708,894,47843,45601,54981,18614,24459,103,11343,1274,45009,4065
296,2106,510,545,1586,755,689,2098,1412,1111,896,103,545,754,509,137,2861,3106,865,441,2034,1473,2354,2265,4786,4247,1676,2453,1240,1731,885,47993,45689,55144,18638,24542,104,11376,1286,45088,4078
297,2029,510,542,1570,790,679,2049,1405,1071,908,99,545,714,501,125,2844,3044,855,451,1999,1450,2309,2229,4751,4230,1641,2402,1192,1719,882,48165,45768,55312,18655,24610,106,11407,1294,45162,4097
298,1983,490,555,1582,759,686,2032,1352,1110,870,104,513,698,484,121,2786,3010,860,418,1993,1439,2268,2181,4778,4166,1640,2326,1146,1657,890,48313,45874,55457,18676,24690,106,11439,1301,45247,4111
299,1970,484,525,1612,718,699,2027,1283,1056,855,93,507,725,450,132,2788,2985,884,423,1876,1447,2265,2116,4654,4158,1616,2239,1129,1651,907,48467,45969,55585,18698,24769,108,11468,1308,45341,4124
300,1939,481,499,1547,710,674,2035,1266,1017,816,93,507,732,482,119,2772,2944,846,427,1859,1408,2223,2123,4622,4093,1545,2236,1111,1653,870,48616,46044,55750,18724,24855,109,11498,1319,45414,4133
301,1844,495,504,1503,745,617,2032,1258,986,854,91,508,691,449,117,2754,2925,832,413,1875,1384,2228,2091,4514,4061,1502,2242,1107,1668,847,48758,46117,55853,18740,24911,111,11521,1328,45492,4143
302,1836,490,500,1461,712,625,2064,1270,994,841,105,510,698,446,129,2701,2863,824,392,1825,1351,2196,2068,4478,4014,1540,2210,1118,1647,847,48887,46197,55996,18769,24976,111,11552,1336,45573,4160
303,1863,504,502,1474,726,623,2013,1274,1015,836,106,493,680,437,126,2635,2851,782,381,1821,1348,2161,2042,4422,3994,1498,2176,1116,1631,824,49068,46281,56122,18796,25046,111,11568,1351,45642,4174
304,1859,489,497,1506,699,619,1946,1265,1012,864,105,489,693,448,125,2649,2829,779,386,1754,1276,2084,2045,4480,3933,1496,2142,1074,1580,823,49195,46347,56264,18815,25125,111,11607,1358,45711,4188
305,1858,473,494,1486,723,667,1965,1247,1055,801,103,462,651,418,126,2584,2784,763,380,1784,1290,2070,1999,4348,3959,1473,2136,1070,1560,822,49330,46401,56405,18837,25209,112,11637,1369,45773,4197
306,1893,458,490,1408,682,626,1945,1224,1035,829,91,459,665,424,118,2610,2764,772,384,1764,1287,2086,1919,4377,3876,1518,2072,1076,1506,805,49438,46489,56554,18866,25273,112,11661,1378,45834,4207
307,1810,474,495,1396,718,637,1921,1275,1004,792,83,453,664,447,110,2550,2755,772,358,1735,1246,2087,1896,4294,3911,1469,2074,1082,1488,811,49592,46549,56690,18881,25336,112,11680,1388,45879,4215
308,1846,457,525,1405,673,595,1901,1247,1000,818,79,431,660,433,115,2508,2759,716,376,1719,1241,2059,1906,4271,3825,1476,2027,1065,1465,806,49705,46628,56827,18903,25409,112,11702,1395,45968,4230
309,1780,446,498,1327,696,595,1840,1228,969,764,80,456,685,392,120,2454,2803,723,375,1654,1252,2031,1880,4358,3670,1457,2007,1043,1469,766,49878,46700,56957,18929,25474,113,11734,1407,46029,4244
310,1741,441,475,1350,632,583,1819,1190,936,750,72,437,681,410,116,2399,2730,719,385,1608,1239,1980,1884,4319,3673,1423,1974,1014,1467,772,50033,46788,57090,18956,25540,113,11765,1411,46108,4260
311,1706,447,465,1333,685,567,1840,1134,929,743,71,413,647,403,115,2420,2683,692,381,1632,1201,1952,1853,4163,3708,1387,1914,987,1457,746,50163,46865,57229,18978,25596,113,11797,1416,46185,4267
312,1704,449,460,1323,651,542,1828,1110,909,730,74,411,644,391,111,2407,2626,683,367,1607,1173,1933,1805,4163,3644,1343,1906,953,1451,743,50302,46956,57369,18987,25641,113,11828,1424,46248,4274
313,1635,444,457,1271,650,509,1831,1114,868,698,74,426,596,386,116,2369,2637,675,355,1640,1123,1927,1757,4127,3612,1292,1916,990,1432,759,50437,47008,57457,19002,25700,113,11851,1430,46311,4288
314,1621,409,435,1239,599,548,1838,1124,873,679,77,412,627,382,107,2338,2609,714,352,1577,1141,1887,1719,3964,3651,1289,1881,953,1435,757,50530,47074,57564,19027,25766,113,11880,1433,46351,4308
315,1606,402,452,1157,601,534,1827,1106,867,663,70,398,597,389,108,2317,2563,691,357,1581,1117,1858,1721,3970,3608,1272,1849,966,1384,702,50660,47144,57686,19042,25820,113,11911,1442,46409,4323
316,2791,400,430,1475,1312,696,1788,1254,2062,1332,76,583,585,391,109,2374,2743,816,354,1725,1133,2183,1856,3924,3580,1363,1847,1224,1357,805,50759,47205,57800,19062,25879,113,11937,1448,46464,4338
317,4208,412,437,1853,1768,915,1762,1600,2659,1707,76,703,614,396,107,2419,2791,983,352,1897,1134,2530,2086,3951,3580,1439,1856,1577,1383,1120,50884,47290,57920,19082,25932,114,11971,1460,46544,4351
318,4952,438,458,2344,2181,1051,1712,2028,3280,2120,73,877,661,393,107,2456,2910,1101,361,2050,1147,2953,2420,4013,3631,1575,1902,1898,1444,1444,51009,47413,58046,19121,25977,115,12016,1464,46649,4363
319,5981,475,504,2768,2398,1197,1712,2453,3648,2397,75,1012,677,403,105,2605,3112,1220,352,2257,1244,3362,2767,4074,3613,1720,1909,2245,1453,1754,51131,47572,58219,19175,26041,115,12039,1476,46801,4382
320,6614,500,530,3149,2766,1362,1720,2790,4212,2638,75,1046,724,412,106,2845,3286,1389,369,2456,1279,3894,3097,4028,3807,1830,1904,2530,1468,2031,51281,47756,58416,19275,26103,117,12068,1482,46987,4391
321,7244,532,601,3536,3002,1549,1695,3224,4448,3054,81,1201,798,419,115,3026,3617,1484,389,2575,1299,4359,3364,4163,3810,1887,2047,2771,1529,2303,51441,47982,58647,19370,26174,117,12107,1492,47170,4401
322,7843,547,657,3795,3351,1607,1737,3502,4833,3089,85,1335,854,442,104,3165,3880,1597,387,2780,1400,4708,3853,4286,3896,2023,2157,3110,1555,2630,51623,48259,58882,19472,26264,117,12153,1496,47427,4412
323,7314,597,749,3752,2656,1599,1751,3657,3870,2747,91,1122,913,428,108,3227,3832,1548,401,2816,1497,4876,3963,4548,4013,2017,2311,3086,1619,2852,51819,48531,59133,19581,26355,116,12198,1506,47698,4424
324,6059,591,792,3623,2491,1494,1916,3573,3671,2505,93,1193,948,435,108,3373,3901,1531,423,2770,1529,4972,4113,4577,4103,1990,2416,2989,1655,2775,52024,48791,59401,19746,26457,117,12237,1518,48001,4428
325,5847,595,815,3446,2277,1478,1933,3364,3112,2267,98,1075,972,436,110,3484,3849,1525,453,2790,1568,4969,4083,4735,4245,2017,2479,2843,1720,2707,52204,49100,59655,19858,26545,121,12295,1524,48298,4445
326,5036,624,839,3295,2177,1423,1943,3161,2960,2178,82,1020,974,464,113,3651,3892,1485,490,2782,1608,4869,4169,4869,4285,2024,2545,2724,1758,2508,52356,49415,59932,20007,26642,124,12351,1531,48582,4457
327,4878,616,876,3129,1877,1382,2045,3037,2619,2057,81,995,993,450,128,3674,3822,1445,512,2757,1656,4802,4166,4937,4341,2038,2635,2604,1750,2363,52538,49663,60226,20148,26736,126,12401,1539,48838,4473
328,4400,630,899,2993,1792,1351,2077,2882,2526,1986,87,926,981,480,127,3726,3808,1417,539,2748,1681,4696,4089,5018,4445,2033,2706,2479,1756,2147,52748,49911,60493,20262,26823,130,12451,1551,49080,4487
329,4241,647,861,2864,1694,1271,2091,2729,2277,1905,101,882,1000,469,139,3787,3712,1410,514,2719,1722,4512,4092,5039,4565,2060,2738,2341,1766,2020,52949,50153,60787,20369,26945,131,12517,1560,49288,4502
330,3978,643,837,2806,1617,1169,2152,2544,2197,1748,100,903,1014,474,137,3768,3685,1388,527,2680,1729,4544,4017,5089,4562,2069,2760,2267,1724,1867,53148,50397,61058,20461,27049,132,12578,1563,49473,4523
331,3771,627,840,2713,1542,1190,2165,2489,2071,1659,92,882,1009,500,141,3732,3595,1362,541,2687,1712,4359,3885,5182,4618,2059,2798,2208,1759,1748,53332,50594,61320,20526,27161,131,12629,1573,49652,4531
332,3645,643,833,2592,1478,1139,2148,2323,2011,1605,100,799,985,540,130,3724,3581,1366,512,2638,1718,4218,3835,5266,4635,2076,2795,2131,1795,1731,53524,50785,61495,20600,27266,132,12681,1574,49838,4546
333,3563,629,817,2467,1397,1040,2134,2205,1860,1549,94,813,956,510,140,3694,3551,1343,529,2605,1744,4166,3770,5310,4651,2084,2804,2025,1808,1665,53734,50982,61713,20684,27392,136,12741,1580,50028,4568
334,4339,622,837,2824,2082,1206,2148,2289,3033,2130,86,922,959,526,137,3728,3742,1428,543,2745,1727,4334,3832,5351,4619,2157,2849,2211,1778,1673,53913,51162,61935,20759,27505,135,12785,1591,50177,4577
335,4839,614,837,2741,1662,1266,2176,2448,2188,1751,114,915,972,515,137,3702,3794,1383,521,2671,1762,4222,3864,5366,4604,2107,2903,2203,1781,1746,54143,51357,62170,20831,27610,135,12847,1603,50326,4593
336,3857,630,827,2765,1619,1224,2184,2320,2455,1865,117,876,948,529,138,3722,3737,1362,505,2698,1720,4151,3789,5422,4693,2104,2904,2086,1799,1728,54350,51573,62373,20893,27711,136,12895,1613,50514,4610
337,4075,640,777,2694,1466,1155,2171,2295,1967,1565,125,827,959,508,139,3679,3698,1390,523,2608,1788,4107,3673,5471,4717,2103,2944,2089,1818,1752,54555,51778,62630,20945,27814,136,12955,1620,50672,4622
338,3449,649,771,2650,1454,1132,2215,2182,2122,1599,106,805,941,527,147,3711,3717,1329,549,2632,1748,4005,3593,5405,4732,2089,2946,1992,1804,1682,54761,51953,62867,21020,27915,136,13008,1634,50844,4637
339,3655,634,761,2549,1285,1135,2208,2222,1881,1570,107,759,980,539,153,3684,3622,1314,559,2578,1736,3865,3561,5450,4757,2083,2992,1914,1813,1600,54934,52121,63063,21114,28007,136,13062,1654,50966,4648
340,3339,633,755,2477,1333,1138,2201,2190,1902,1458,112,823,958,559,158,3678,3597,1274,574,2518,1741,3837,3429,5407,4851,2051,3004,1887,1807,1555,55134,52275,63247,21176,28112,138,13108,1666,51114,4668
341,3249,644,756,2492,1299,1010,2204,2125,1814,1460,105,734,978,576,156,3672,3581,1253,564,2488,1716,3779,3319,5458,4866,2027,2986,1893,1791,1507,55333,52429,63448,21225,28227,140,13162,1674,51268,4689
342,3195,612,724,2452,1299,1078,2262,2095,1775,1416,111,724,945,553,152,3563,3541,1291,544,2498,1743,3737,3348,5327,4950,2006,3023,1804,1803,1437,55535,52594,63640,21287,28345,141,13215,1682,51396,4702
343,3239,645,737,2365,1252,1006,2277,1990,1748,1457,112,767,925,544,156,3657,3592,1275,532,2459,1729,3644,3318,5392,4799,1968,2997,1777,1772,1400,55761,52740,63827,21353,28429,142,13260,1690,51545,4715
344,3152,667,744,2305,1264,1060,2275,1965,1770,1338,111,699,873,544,156,3636,3505,1224,554,2505,1712,3623,3277,5343,4898,2001,2934,1773,1774,1416,55964,52904,63993,21413,28513,143,13301,1698,51685,4729
345,3185,647,751,2254,1226,1006,2250,1940,1715,1362,106,721,877,550,155,3698,3535,1212,550,2427,1708,3616,3174,5368,4858,2007,2856,1777,1787,1375,56123,53034,64175,21479,28619,144,13333,1709,51835,4745
346,3146,669,731,2183,1242,1004,2199,1904,1701,1351,102,750,825,549,161,3696,3471,1200,534,2445,1708,3508,3138,5500,4768,2019,2843,1692,1819,1378,56327,53186,64365,21523,28707,146,13392,1724,51963,4768
347,3061,648,728,2201,1123,981,2184,1909,1728,1380,108,712,842,552,143,3581,3517,1196,520,2406,1729,3444,3160,5444,4748,1994,2912,1679,1835,1319,56528,53335,64575,21587,28810,147,13431,1735,52072,4781
348,2988,666,744,2187,1164,982,2239,1923,1685,1309,106,644,881,576,141,3591,3571,1138,505,2412,1711,3357,3118,5383,4755,2003,2870,1673,1774,1269,56696,53493,64771,21642,28905,147,13486,1737,52193,4798
349,3035,652,738,2151,1130,944,2261,1906,1624,1344,109,717,885,545,153,3581,3519,1115,504,2330,1722,3381,3025,5358,4710,1985,2798,1679,1792,1268,56905,53626,64955,21692,28997,147,13533,1747,52315,4803
350,2910,641,722,2162,1211,958,2350,1862,1680,1240,108,705,851,531,167,3497,3434,1114,492,2343,1673,3367,2947,5313,4689,1994,2812,1698,1855,1259,57105,53738,65122,21727,29120,146,13577,1753,52438,4818
351,2927,637,749,2140,1058,926,2305,1847,1558,1201,109,663,871,532,162,3462,3405,1054,487,2285,1674,3207,3011,5343,4608,1969,2866,1626,1859,1289,57276,53903,65312,21786,29197,147,13622,1758,52549,4835
352,2734,626,705,2018,1097,893,2330,1795,1498,1219,109,688,848,523,167,3486,3395,1058,477,2294,1649,3189,2874,5305,4534,1973,2811,1553,1848,1219,57486,54042,65517,21834,29298,147,13673,1765,52684,4854
353,2775,615,674,1972,1029,880,2273,1740,1433,1172,102,608,849,522,167,3415,3393,1041,472,2296,1631,3091,2840,5275,4513,1929,2791,1538,1846,1164,57687,54151,65710,21882,29417,147,13712,1779,52814,4870
354,2551,602,683,1932,1105,865,2314,1717,1425,1097,108,642,827,527,145,3411,3395,1006,466,2271,1599,2998,2808,5224,4453,1907,2763,1521,1792,1154,57864,54249,65892,21913,29497,148,13753,1792,52906,4893
355,2602,582,669,1886,956,821,2295,1663,1343,1115,100,644,807,528,140,3336,3359,1018,493,2230,1621,2907,2751,5239,4414,1941,2699,1464,1789,1135,58037,54367,66042,21966,29584,148,13781,1805,53026,4912
356,2431,557,669,1876,978,853,2312,1632,1371,1074,106,627,810,511,146,3270,3254,1011,502,2179,1596,2857,2707,5104,4487,1888,2724,1377,1806,1084,58216,54502,66208,21987,29666,148,13810,1825,53125,4929
357,2454,564,626,1854,898,786,2301,1626,1252,1070,109,618,800,498,137,3250,3198,978,491,2145,1616,2729,2709,5048,4488,1865,2671,1372,1799,1062,58398,54606,66392,22036,29758,148,13867,1834,53221,4941
358,2318,564,611,1836,865,825,2331,1541,1282,1023,112,582,793,488,129,3164,3175,966,487,2140,1605,2716,2661,4951,4496,1837,2664,1329,1754,1041,58579,54721,66540,22056,29838,149,13909,1849,53336,4957
359,2282,581,571,1820,865,764,2241,1567,1181,1038,104,582,800,506,141,3119,3188,953,486,2102,1553,2647,2594,4994,4415,1816,2628,1328,1736,994,58768,54799,66698,22090,29918,150,13961,1853,53419,4968
360,2190,560,578,1755,858,736,2236,1501,1180,970,101,545,820,492,141,3063,3237,943,488,2072,1525,2646,2542,4962,4335,1806,2641,1322,1752,959,58924,54890,66837,22127,30000,152,13984,1865,53511,4974
361,2139,517,578,1725,784,738,2259,1449,1132,990,119,553,825,497,140,3021,3230,912,472,2046,1497,2620,2458,4890,4323,1807,2600,1272,1725,960,59096,54990,66966,22165,30087,153,14031,1869,53598,4987
362,2136,554,572,1694,820,764,2180,1423,1134,926,105,523,795,488,139,2944,3233,886,470,2036,1503,2541,2410,4885,4267,1768,2591,1257,1703,906,59288,55078,67125,22187,30132,153,14056,1885,53658,5005
363,2101,565,559,1685,784,700,2172,1404,1088,918,106,558,775,475,144,2904,3175,868,442,1999,1475,2515,2369,4871,4221,1780,2530,1246,1693,938,59471,55159,67245,22198,30209,153,14090,1893,53729,5013
364,2005,507,518,1629,820,748,2152,1387,1105,927,101,493,793,492,135,2891,3088,916,457,1934,1482,2459,2237,4864,4193,1731,2504,1231,1718,949,59629,55224,67355,22215,30307,156,14127,1902,53800,5039
365,2087,518,504,1624,853,743,2166,1411,1195,994,89,557,764,481,138,2891,3048,900,451,1960,1422,2460,2230,4687,4241,1689,2440,1277,1675,959,59821,55309,67530,22245,30386,157,14153,1915,53894,5056
366,2212,547,517,1602,896,760,2100,1399,1261,988,91,521,744,468,149,2940,3001,906,418,1983,1415,2422,2282,4689,4208,1730,2353,1309,1707,976,59961,55377,67679,22274,30450,158,14175,1929,53964,5059
367,2316,504,553,1641,887,762,2063,1439,1274,1032,86,547,731,438,148,2898,3020,876,432,1957,1435,2418,2283,4690,4185,1715,2356,1323,1654,966,60116,55467,67856,22315,30535,158,14196,1933,54049,5066
368,2277,501,544,1657,901,759,2028,1451,1343,1037,82,595,709,436,128,2920,3082,861,424,1981,1404,2495,2269,4707,4112,1726,2294,1334,1626,985,60262,55576,67987,22349,30615,158,14228,1943,54153,5081
369,2430,485,523,1705,902,760,2017,1448,1369,1006,91,522,719,434,119,2839,3058,907,413,1997,1387,2486,2321,4683,4045,1711,2310,1377,1653,1015,60395,55671,68126,22372,30697,159,14264,1954,54255,5095
370,2515,505,538,1728,967,722,1995,1451,1397,1034,94,542,718,436,128,2856,3021,884,414,1996,1317,2552,2269,4629,4090,1751,2229,1392,1613,1005,60555,55769,68284,22413,30758,160,14301,1964,54326,5102
371,2491,476,539,1719,995,734,2010,1487,1441,1065,94,595,698,449,133,2770,2975,883,433,1970,1341,2526,2328,4548,4106,1726,2281,1416,1597,1021,60693,55851,68429,22453,30840,160,14335,1971,54422,5119
372,2463,455,536,1720,855,763,2011,1499,1336,1030,97,538,703,439,142,2763,2957,881,427,1971,1349,2480,2301,4526,4051,1667,2273,1321,1598,1037,60829,55981,68582,22482,30923,161,14362,1985,54506,5133
373,2298,470,530,1624,892,742,1986,1501,1319,973,114,563,687,464,131,2747,2927,891,410,1882,1371,2485,2293,4491,4017,1620,2274,1298,1623,1009,60979,56084,68716,22512,30971,163,14387,1993,54560,5149
374,2258,461,494,1633,831,727,2016,1485,1250,926,113,511,663,428,126,2742,2913,910,428,1859,1391,2484,2192,4526,3920,1685,2211,1260,1599,1020,61117,56172,68840,22546,31031,163,14421,2007,54642,5158
375,2205,491,532,1599,840,743,1979,1436,1175,933,110,521,673,445,138,2643,2914,868,400,1802,1407,2418,2221,4549,3829,1625,2226,1171,1618,997,61268,56279,68953,22567,31097,165,14436,2014,54717,5168
376,2103,495,543,1594,789,692,1964,1438,1127,901,105,503,700,443,144,2671,2900,828,400,1801,1332,2405,2208,4449,3839,1576,2166,1195,1616,1001,61438,56356,69096,22579,31157,165,14474,2017,54795,5180
377,2015,440,549,1581,802,669,1968,1384,1087,902,91,510,680,457,133,2642,2786,840,438,1795,1331,2383,2171,4425,3828,1561,2112,1147,1634,969,61575,56450,69224,22624,31224,167,14509,2019,54877,5199
378,1993,431,541,1496,774,731,1991,1379,1086,855,96,485,652,442,132,2611,2749,845,439,1793,1325,2285,2129,4379,3803,1535,2119,1116,1599,921,61722,56539,69377,22650,31289,168,14533,2029,54961,5211
379,1919,424,518,1465,803,655,1966,1341,1048,881,102,452,659,443,126,2583,2750,851,437,1738,1304,2268,2050,4338,3786,1590,2072,1151,1595,888,61848,56610,69520,22668,31362,170,14581,2038,55038,5223
380,1977,455,561,1468,712,630,1928,1336,987,824,103,475,664,456,118,2588,2774,807,407,1678,1291,2229,2023,4235,3823,1530,2074,1144,1564,876,61980,56691,69656,22697,31403,171,14599,2047,55099,5231
